Name,Full_Name,Name1850,AltName,Left_Low,Left_High,Right_Low,Right_High,Ward_Right,Ward_Left,ObjectID,JoinId
NA,NA,NA,8,NA,NA,NA,NA,1609,NA,8 AVE,8
NA,NA,NA,NA,NA,NA,NA,NA,1611,NA,UNION AVE,NA
NA,NA,NA,8,NA,NA,NA,NA,1612,NA,7 AVE,8
NA,NA,NA,8,NA,NA,NA,NA,1618,NA,4 AVE,8
NA,NA,NA,10,NA,NA,NA,NA,1619,NA,HOYT,10
NA,NA,NA,NA,NA,NA,NA,NA,1621,NA,SCHOLES,NA
NA,NA,NA,8,NA,NA,NA,NA,1622,NA,32,8
NA,NA,NA,8,NA,NA,NA,NA,1623,NA,4 AVE,8
NA,NA,NA,9,NA,NA,NA,NA,1626,NA,KOSCIUSZKO,9
NA,NA,NA,6,NA,NA,NA,NA,1637,NA,RICHARD,6
NA,NA,NA,8,NA,NA,NA,NA,1639,NA,14,8
NA,NA,NA,9,NA,NA,NA,NA,1641,NA,HULL,9
NA,NA,NA,11,NA,NA,NA,NA,1650,NA,LAFAYETTE AVE,11
NA,NA,NA,8,NA,NA,NA,NA,1658,NA,7 AVE,8
NA,NA,NA,7,NA,NA,NA,NA,1673,NA,THORNTON,7
NA,NA,NA,9,NA,NA,NA,NA,1674,NA,UNDERHILL AVE,9
NA,NA,NA,9,NA,NA,NA,NA,1680,NA,STUYVESANT AVE,9
NA,NA,NA,6,NA,NA,NA,NA,1698,NA,HUNTINGTON,6
NA,NA,NA,8,NA,NA,NA,NA,1700,NA,20,8
NA,NA,NA,NA,NA,NA,NA,NA,1703,NA,METROPOLITAN AVE,NA
NA,NA,NA,9,NA,NA,NA,NA,1710,NA,PACIFIC,9
NA,NA,NA,5,NA,NA,NA,NA,1713,NA,GOLD,5
NA,NA,NA,9,NA,NA,NA,NA,1725,NA,NOSTRAND AVE,9
NA,NA,NA,11,NA,NA,NA,NA,1728,NA,CLERMONT AVE,11
NA,NA,NA,9,NA,NA,NA,NA,1731,NA,MARION,9
NA,NA,NA,NA,NA,NA,NA,NA,1734,NA,BROADWAY,NA
NA,NA,NA,3,NA,NA,NA,NA,1735,NA,HENRY,3
NA,NA,NA,9,NA,NA,NA,NA,1738,NA,LINCOLN PL,9
NA,NA,NA,7,NA,NA,NA,NA,1743,NA,LYNCH,7
NA,NA,NA,8,NA,NA,NA,NA,1745,NA,4 AVE,8
NA,NA,NA,NA,NA,NA,NA,NA,1748,NA,JOHNSON AVE,NA
NA,NA,NA,9,NA,NA,NA,NA,1757,NA,MYRTLE AVE,9
NA,NA,NA,9,NA,NA,NA,NA,1764,NA,MONROE,9
NA,NA,NA,9,NA,NA,NA,NA,1766,NA,ROCHESTER AVE,9
NA,NA,NA,6,NA,NA,NA,NA,1770,NA,HENRY,6
NA,NA,NA,10,NA,NA,NA,NA,1786,NA,SCHERMERHORN,10
NA,NA,NA,10,NA,NA,NA,NA,1791,NA,LIVINGSTON,10
NA,NA,NA,9,NA,NA,NA,NA,1796,NA,LEWIS AVE,9
NA,NA,NA,10,NA,NA,NA,NA,1797,NA,PACIFIC,10
NA,NA,NA,8,NA,NA,NA,NA,1808,NA,7 AVE,8
NA,NA,NA,5,NA,NA,NA,NA,1810,NA,GOLD,5
NA,NA,NA,NA,NA,NA,NA,NA,1812,NA,BERRY,NA
NA,NA,NA,NA,NA,NA,NA,NA,1813,NA,HUMBOLDT,NA
NA,NA,NA,9,NA,NA,NA,NA,1816,NA,CARROLL,9
NA,NA,NA,6,NA,NA,NA,NA,1817,NA,ATLANTIC AVE,1
NA,NA,NA,6,NA,NA,NA,NA,1827,NA,SEABRING,6
NA,NA,NA,9,NA,NA,NA,NA,1831,NA,MARION,9
NA,NA,NA,9,NA,NA,NA,NA,1838,NA,RALPH AVE,9
NA,NA,NA,8,NA,NA,NA,NA,1844,NA,14,8
NA,NA,NA,9,NA,NA,NA,NA,1846,NA,ROGERS AVE,9
NA,NA,NA,7,NA,NA,NA,NA,1848,NA,LEE AVE,7
NA,NA,NA,7,NA,NA,NA,NA,1850,NA,FLUSHING AVE,7
NA,NA,NA,NA,NA,NA,NA,NA,1860,NA,LORIMER,NA
NA,NA,NA,11,NA,NA,NA,NA,1863,NA,CLINTON AVE,11
NA,NA,NA,8,NA,NA,NA,NA,1866,NA,MONTGOMERY PL,8
NA,NA,NA,9,NA,NA,NA,NA,1867,NA,DECATUR,9
NA,NA,NA,7,NA,NA,NA,NA,1868,NA,GERRY,7
NA,NA,NA,6,NA,NA,NA,NA,1872,NA,COLUMBIA,6
NA,NA,NA,7,NA,NA,NA,NA,1876,NA,RODNEY,7
NA,NA,NA,7,NA,NA,NA,NA,1888,NA,WILLOUGHBY AVE,7
NA,NA,NA,7,NA,NA,NA,NA,1891,NA,MARCY AVE,7
NA,NA,NA,6,NA,NA,NA,NA,1892,NA,1 PL,6
NA,NA,NA,10,NA,NA,NA,NA,1893,NA,NEVINS,10
NA,NA,NA,10,NA,NA,NA,NA,1897,NA,DOUGLAS,10
NA,NA,NA,NA,NA,NA,NA,NA,1899,NA,METROPOLITAN AVE,NA
NA,NA,NA,9,NA,NA,NA,NA,1900,NA,NEW YORK AVE,9
NA,NA,NA,8,NA,NA,NA,NA,1908,NA,16,8
NA,NA,NA,NA,NA,NA,NA,NA,1911,NA,BROADWAY,NA
NA,NA,NA,6,NA,NA,NA,NA,1912,NA,2 PL,6
NA,NA,NA,8,NA,NA,NA,NA,1922,NA,52,8
NA,NA,NA,11,NA,NA,NA,NA,1932,NA,DE KALB AVE,11
NA,NA,NA,9,NA,NA,NA,NA,1933,NA,LEWIS AVE,9
NA,NA,NA,7,NA,NA,NA,NA,1937,NA,FLUSHING AVE,7
NA,NA,NA,10,NA,NA,NA,NA,1938,NA,GARFIELD PL,10
NA,NA,NA,8,NA,NA,NA,NA,1939,NA,PRESIDENT,8
NA,NA,NA,9,NA,NA,NA,NA,1940,NA,BUFFALO AVE,9
NA,NA,NA,8,NA,NA,NA,NA,1948,NA,5,8
NA,NA,NA,8,NA,NA,NA,NA,1959,NA,3 AVE,8
NA,NA,NA,7,NA,NA,NA,NA,1964,NA,MARCY AVE,7
NA,NA,NA,1,NA,NA,NA,NA,1967,NA,JORALEMON,1
NA,NA,NA,NA,NA,NA,NA,NA,1968,NA,S 1,NA
NA,NA,NA,7,NA,NA,NA,NA,1973,NA,FLUSHING AVE,7
NA,NA,NA,10,NA,NA,NA,NA,1978,NA,SAINT MARKS PL,10
NA,NA,NA,8,NA,NA,NA,NA,1984,NA,W PROSPECT,8
NA,NA,NA,9,NA,NA,NA,NA,1986,NA,WASHINGTON AVE,9
NA,NA,NA,NA,NA,NA,NA,NA,1987,NA,NEWJERSEY AVE,NA
NA,NA,NA,8,NA,NA,NA,NA,1990,NA,11,8
NA,NA,NA,8,NA,NA,NA,NA,1991,NA,46,8
NA,NA,NA,NA,NA,NA,NA,NA,1997,NA,DRIGGS AVE,NA
NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,KENT AVE,NA
NA,NA,NA,9,NA,NA,NA,NA,2012,NA,HALSEY,9
NA,NA,NA,8,NA,NA,NA,NA,2014,NA,4 AVE,8
NA,NA,NA,8,NA,NA,NA,NA,2023,NA,4 AVE,8
NA,NA,NA,NA,NA,NA,NA,NA,2030,NA,ATLANTIC AVE,NA
NA,NA,NA,6,NA,NA,NA,NA,2036,NA,HICKS,6
NA,NA,NA,2,NA,NA,NA,NA,2037,NA,PEARL,2
NA,NA,NA,8,NA,NA,NA,NA,2038,NA,1 AVE,8
NA,NA,NA,8,NA,NA,NA,NA,2047,NA,5 AVE,8
NA,NA,NA,9,NA,NA,NA,NA,2049,NA,PARK PL,9
NA,NA,NA,8,NA,NA,NA,NA,2051,NA,49,8
NA,NA,NA,9,NA,NA,NA,NA,2052,NA,PROSPECT PL,9
NA,NA,NA,NA,NA,NA,NA,NA,2061,NA,DRIGGS AVE,NA
NA,STEWARD AVE,NA,NA,NA,NA,NA,NA,2062,NA,4 AVE,NA
NA,NA,NA,8,NA,NA,NA,NA,2070,NA,55,8
NA,NA,NA,8,NA,NA,NA,NA,2074,NA,48,8
NA,BROOKLYN AVE,NA,9,NA,NA,NA,NA,2075,NA,BKLYN AVE,9
NA,NA,NA,NA,NA,NA,NA,NA,2079,NA,S 1,NA
NA,NA,NA,11,NA,NA,NA,NA,2080,NA,GREENE AVE,11
NA,NA,NA,8,NA,NA,NA,NA,2084,NA,4 AVE,8
NA,NA,NA,NA,NA,NA,NA,NA,2085,NA,ROEBLING,NA
NA,NA,NA,NA,NA,NA,NA,NA,2088,NA,N 4,NA
NA,NA,NA,6,NA,NA,NA,NA,2090,NA,4 PL,6
NA,NA,NA,11,NA,NA,NA,NA,2103,NA,DE KALB AVE,11
NA,NA,NA,6,NA,NA,NA,NA,2105,NA,HENRY,6
NA,NA,NA,7,NA,NA,NA,NA,2119,NA,BEDFORD AVE,7
NA,NA,NA,9,NA,NA,NA,NA,2123,NA,NOSTRAND AVE,9
NA,NA,NA,9,NA,NA,NA,NA,2130,NA,NOSTRAND AVE,9
NA,NA,NA,9,NA,NA,NA,NA,2141,NA,JEFFERSON AVE,9
NA,NA,NA,3,NA,NA,NA,NA,2146,NA,REMSEN,3
NA,REED AVE,NA,9,NA,NA,NA,NA,2147,NA,MALCOLM X BLVD,9
NA,NA,NA,10,NA,NA,NA,NA,2157,NA,FLATBUSH AVE,11
NA,NA,NA,NA,NA,NA,NA,NA,2165,NA,METROPOLITAN AVE,NA
NA,NA,NA,8,NA,NA,NA,NA,2166,NA,41,8
NA,NA,NA,10,NA,NA,NA,NA,2170,NA,SMITH,10
NA,NA,NA,7,NA,NA,NA,NA,2171,NA,MYRTLE AVE,7
NA,NA,NA,9,NA,NA,NA,NA,2176,NA,DEAN,9
NA,NA,NA,8,NA,NA,NA,NA,2177,NA,5 AVE,8
NA,NA,NA,6,NA,NA,NA,NA,2180,NA,PIONEER,6
NA,NA,NA,11,NA,NA,NA,NA,2184,NA,GREENE AVE,11
NA,NA,NA,9,NA,NA,NA,NA,2190,NA,THROOP AVE,9
NA,NA,NA,10,NA,NA,NA,NA,2198,NA,HOYT,10
NA,NA,NA,7,NA,NA,NA,NA,2203,NA,PARK AVE,7
NA,NA,NA,6,NA,NA,NA,NA,2208,NA,CT,10
NA,REED AVE,NA,9,NA,NA,NA,NA,2210,NA,MALCOLM X BLVD,9
NA,NA,NA,NA,NA,NA,NA,NA,2212,NA,MANHATTAN AVE,NA
NA,NA,NA,8,NA,NA,NA,NA,2216,NA,3 AVE,8
NA,NA,NA,6,NA,NA,NA,NA,2219,NA,BAY,6
NA,NA,NA,9,NA,NA,NA,NA,2221,NA,TOMPKINS AVE,9
NA,NA,NA,NA,NA,NA,NA,NA,2226,NA,GRAHAM AVE,NA
NA,NA,NA,8,NA,NA,NA,NA,2229,NA,3 AVE,8
NA,NA,NA,7,NA,NA,NA,NA,2236,NA,GATES AVE,7
NA,NA,NA,10,NA,NA,NA,NA,2243,NA,SMITH,10
NA,NA,NA,3,NA,NA,NA,NA,2246,NA,HENRY,3
NA,PULASKY,NA,9,NA,NA,NA,NA,2251,NA,PULASKI,9
NA,NA,NA,NA,NA,NA,NA,NA,2252,NA,VERMONT,NA
NA,NA,NA,11,NA,NA,NA,NA,2258,NA,CARLTON AVE,11
NA,NA,NA,9,NA,NA,NA,NA,2263,NA,GARVEY BLVD,9
NA,NA,NA,NA,NA,NA,NA,NA,2264,NA,VERMONT,NA
NA,NA,NA,8,NA,NA,NA,NA,2269,NA,2,8
NA,NA,NA,4,NA,NA,NA,NA,2271,NA,BRG,11
NA,NA,NA,NA,NA,NA,NA,NA,2287,NA,DEBEVOISE,NA
NA,NA,NA,NA,NA,NA,NA,NA,2288,NA,SHEFFIELD AVE,NA
NA,NA,NA,NA,NA,NA,NA,NA,2294,NA,MANHATTAN AVE,NA
NA,NA,NA,9,NA,NA,NA,NA,2298,NA,NEW YORK AVE,9
NA,NA,NA,8,NA,NA,NA,NA,2300,NA,8 AVE,8
NA,NA,NA,8,NA,NA,NA,NA,2309,NA,5 AVE,8
NA,NA,NA,3,NA,NA,NA,NA,2312,NA,CLINTON,3
NA,NA,NA,8,NA,NA,NA,NA,2313,NA,W PROSPECT,8
NA,NA,NA,9,NA,NA,NA,NA,2317,NA,STUYVESANT AVE,9
NA,NA,NA,9,NA,NA,NA,NA,2322,NA,MACON,9
NA,NA,NA,7,NA,NA,NA,NA,2328,NA,WILLOUGHBY AVE,7
NA,NA,NA,9,NA,NA,NA,NA,2338,NA,PROSPECT PL,9
NA,NA,NA,8,NA,NA,NA,NA,2340,NA,20,8
NA,NA,NA,NA,NA,NA,NA,NA,2341,NA,HUMBOLDT,NA
NA,NA,NA,NA,NA,NA,NA,NA,2346,NA,BEDFORD AVE,NA
NA,NA,NA,9,NA,NA,NA,NA,2347,NA,GREENE AVE,9
NA,NA,NA,9,NA,NA,NA,NA,2348,NA,WASHINGTON AVE,9
NA,NA,NA,8,NA,NA,NA,NA,2355,NA,7 AVE,8
NA,NA,NA,NA,NA,NA,NA,NA,2372,NA,HAVEMEYER,NA
NA,NA,NA,7,NA,NA,NA,NA,2373,NA,DOWNING,7
NA,NA,NA,8,NA,NA,NA,NA,2376,NA,WINDSOR PL,8
NA,NA,NA,11,NA,NA,NA,NA,2380,NA,FULTON,11
NA,NA,NA,10,NA,NA,NA,NA,2382,NA,DEAN,10
NA,NA,NA,NA,NA,NA,NA,NA,2388,NA,KEAP,NA
NA,NA,NA,7,NA,NA,NA,NA,2390,NA,HOPKINS,7
NA,NA,NA,6,NA,NA,NA,NA,2391,NA,UNION,6
NA,NA,NA,11,NA,NA,NA,NA,2397,NA,FULTON,11
NA,NA,NA,8,NA,NA,NA,NA,2399,NA,W PROSPECT,8
NA,NA,NA,9,NA,NA,NA,NA,2405,NA,SUMPTER,9
NA,NA,NA,8,NA,NA,NA,NA,2407,NA,11 AVE,8
NA,NA,NA,6,NA,NA,NA,NA,2409,NA,RICHARD,6
NA,NA,NA,11,NA,NA,NA,NA,2426,NA,LAFAYETTE AVE,11
NA,NA,NA,9,NA,NA,NA,NA,2444,NA,PATCHEN AVE,9
NA,NA,NA,9,NA,NA,NA,NA,2445,NA,STUYVESANT AVE,9
NA,NA,NA,NA,NA,NA,NA,NA,2446,NA,N 8,NA
NA,NA,NA,NA,NA,NA,NA,NA,2449,NA,WYTHE AVE,NA
NA,BROOKLYN AVE,NA,9,NA,NA,NA,NA,2450,NA,BKLYN AVE,9
NA,NA,NA,1,NA,NA,NA,NA,2451,NA,JORALEMON,1
NA,NA,NA,9,NA,NA,NA,NA,2452,NA,LINCOLN PL,9
NA,NA,NA,8,NA,NA,NA,NA,2454,NA,40,8
NA,NA,NA,9,NA,NA,NA,NA,2457,NA,DEAN,9
NA,NA,NA,9,NA,NA,NA,NA,2468,NA,FULTON,9
NA,NA,NA,7,NA,NA,NA,NA,2469,NA,HARRISON AVE,7
NA,NA,NA,9,NA,NA,NA,NA,2478,NA,STUYVESANT AVE,9
NA,NA,NA,7,NA,NA,NA,NA,2485,NA,FRANKLIN AVE,7
NA,NA,NA,8,NA,NA,NA,NA,2488,NA,11,8
NA,NA,NA,NA,NA,NA,NA,NA,2493,NA,LEONARD,NA
NA,NA,NA,9,NA,NA,NA,NA,2499,NA,TOMPKINS AVE,9
NA,NA,NA,9,NA,NA,NA,NA,2507,NA,TRUXTON,9
NA,NA,NA,7,NA,NA,NA,NA,2508,NA,GRAND AVE,7
NA,NA,NA,8,NA,NA,NA,NA,2518,NA,GARFIELD PL,8
NA,NA,NA,10,NA,NA,NA,NA,2520,NA,4 AVE,10
NA,HICKORY,NA,9,NA,NA,NA,NA,2529,NA,LEXINGTON AVE,9
NA,NA,NA,7,NA,NA,NA,NA,2530,NA,WILLOUGHBY AVE,7
NA,NA,NA,7,NA,NA,NA,NA,2531,NA,BARTLETT,7
NA,NA,NA,NA,NA,NA,NA,NA,2537,NA,KENT AVE,NA
NA,NA,NA,8,NA,NA,NA,NA,2547,NA,3,8
NA,NA,NA,9,NA,NA,NA,NA,2549,NA,SARATOGA AVE,9
NA,NA,NA,9,NA,NA,NA,NA,2554,NA,THROOP AVE,9
NA,NA,NA,8,NA,NA,NA,NA,2560,NA,PRESIDENT,8
NA,NA,NA,6,NA,NA,NA,NA,2561,NA,WARREN,6
NA,NA,NA,3,NA,NA,NA,NA,2562,NA,HENRY,3
NA,NA,NA,8,NA,NA,NA,NA,2564,NA,2 AVE,8
NA,NA,NA,7,NA,NA,NA,NA,2569,NA,FRANKLIN AVE,7
NA,NA,NA,NA,NA,NA,NA,NA,2570,NA,WYTHE AVE,NA
NA,NA,NA,9,NA,NA,NA,NA,2579,NA,HALSEY,9
NA,NA,NA,8,NA,NA,NA,NA,2580,NA,8 AVE,8
NA,NA,NA,NA,NA,NA,NA,NA,2584,NA,BROADWAY,NA
NA,NA,NA,7,NA,NA,NA,NA,2586,NA,LEFFERTS PL,7
NA,NA,NA,NA,NA,NA,NA,NA,2588,NA,GRAND,NA
NA,NA,NA,9,NA,NA,NA,NA,2592,NA,PARK PL,9
NA,MORRELL,NA,NA,NA,NA,NA,NA,2599,NA,BUSHWICK AVE,NA
NA,NA,NA,9,NA,NA,NA,NA,2601,NA,ALBANY AVE,9
NA,NA,NA,6,NA,NA,NA,NA,2602,NA,VAN BRUNT,6
NA,NA,NA,9,NA,NA,NA,NA,2604,NA,ROGERS AVE,9
NA,NA,NA,8,NA,NA,NA,NA,2610,NA,18,8
NA,NA,NA,8,NA,NA,NA,NA,2611,NA,20,8
NA,NA,NA,8,NA,NA,NA,NA,2612,NA,1 AVE,8
NA,NA,NA,6,NA,NA,NA,NA,2613,NA,CLINTON,6
NA,NA,NA,9,NA,NA,NA,NA,2615,NA,MYRTLE AVE,9
NA,NA,NA,NA,NA,NA,NA,NA,2617,NA,BROADWAY,NA
NA,NA,NA,9,NA,NA,NA,NA,2618,NA,UNION,9
NA,NA,NA,8,NA,NA,NA,NA,2620,NA,10 AVE,8
NA,NA,NA,9,NA,NA,NA,NA,2622,NA,MARCY AVE,9
NA,NA,NA,11,NA,NA,NA,NA,2625,NA,S ELLIOTT PL,11
NA,NA,NA,9,NA,NA,NA,NA,2626,NA,BAINBRIDGE,9
NA,NA,NA,7,NA,NA,NA,NA,2627,NA,WILLOUGHBY AVE,7
NA,NA,NA,8,NA,NA,NA,NA,2630,NA,FLATBUSH AVE,8
NA,NA,NA,6,NA,NA,NA,NA,2637,NA,NELSON,6
NA,NA,NA,9,NA,NA,NA,NA,2638,NA,MADISON,9
NA,NA,NA,8,NA,NA,NA,NA,2649,NA,7 AVE,8
NA,NA,NA,NA,NA,NA,NA,NA,2666,NA,DRIGGS AVE,NA
NA,NA,NA,NA,NA,NA,NA,NA,2667,NA,N 11,NA
NA,NA,NA,9,NA,NA,NA,NA,2669,NA,BERGEN,9
NA,NA,NA,11,NA,NA,NA,NA,2671,NA,DE KALB AVE,11
NA,NA,NA,2,NA,NA,NA,NA,2672,NA,YORK,2
NA,NA,NA,9,NA,NA,NA,NA,2675,NA,MACDONOUGH,9
NA,NA,NA,NA,NA,NA,NA,NA,2677,NA,PITKIN AVE,NA
NA,NA,NA,NA,NA,NA,NA,NA,2687,NA,RODNEY,NA
NA,NA,NA,9,NA,NA,NA,NA,2695,NA,NEW YORK AVE,9
NA,NA,NA,NA,NA,NA,NA,NA,2708,NA,ROEBLING,NA
NA,NA,NA,9,NA,NA,NA,NA,2716,NA,ROGERS AVE,9
NA,NA,NA,7,NA,NA,NA,NA,2718,NA,PARK AVE,7
NA,NA,NA,5,NA,NA,NA,NA,2719,NA,NASSAU,5
NA,NA,NA,9,NA,NA,NA,NA,2721,NA,THROOP AVE,9
NA,NA,NA,9,NA,NA,NA,NA,2722,NA,ROCKAWAY AVE,9
NA,NA,NA,9,NA,NA,NA,NA,2732,NA,UNION,9
NA,NA,NA,NA,NA,NA,NA,NA,2734,NA,N 6,NA
NA,NA,NA,NA,NA,NA,NA,NA,2735,NA,LORRAINE,6
NA,NA,NA,NA,NA,NA,NA,NA,2736,NA,HUMBOLDT,NA
NA,NA,NA,9,NA,NA,NA,NA,2749,NA,ALBANY AVE,9
NA,NA,NA,6,NA,NA,NA,NA,2756,NA,CLINTON,6
NA,NA,NA,8,NA,NA,NA,NA,2760,NA,1 AVE,8
NA,NA,NA,11,NA,NA,NA,NA,2761,NA,ADELPHI,11
NA,NA,NA,8,NA,NA,NA,NA,2769,NA,17,8
NA,NA,NA,9,NA,NA,NA,NA,2771,NA,MARCY AVE,9
NA,NA,NA,NA,NA,NA,NA,NA,2779,NA,N 6,NA
NA,PULASKY,NA,9,NA,NA,NA,NA,2780,NA,PULASKI,9
NA,NA,NA,8,NA,NA,NA,NA,2782,NA,9,8
NA,NA,NA,6,NA,NA,NA,NA,2787,NA,COLUMBIA,6
NA,PERRY AVE,NA,9,NA,NA,NA,NA,2790,NA,BEDFORD AVE,9
NA,NA,NA,NA,NA,NA,NA,NA,2795,NA,DRIGGS AVE,NA
NA,NA,NA,6,NA,NA,NA,NA,2799,NA,HICKS,6
NA,NA,NA,8,NA,NA,NA,NA,2801,NA,10 AVE,8
NA,NA,NA,NA,NA,NA,NA,NA,2804,NA,DRIGGS AVE,NA
NA,NA,NA,8,NA,NA,NA,NA,2816,NA,29,8
NA,NA,NA,8,NA,NA,NA,NA,2820,NA,11 AVE,8
NA,NA,NA,8,NA,NA,NA,NA,2822,NA,VANDERBILT AVE,9
NA,NA,NA,7,NA,NA,NA,NA,2827,NA,JAMESS PL,7
NA,NA,NA,8,NA,NA,NA,NA,2831,NA,43,8
NA,NA,NA,1,NA,NA,NA,NA,2832,NA,DOUGHTY,1
NA,NA,NA,NA,NA,NA,NA,NA,2836,NA,S 9,NA
NA,NA,NA,9,NA,NA,NA,NA,2844,NA,ROCHESTER AVE,9
NA,NA,NA,11,NA,NA,NA,NA,2849,NA,ATLANTIC AVE,11
NA,NA,NA,8,NA,NA,NA,NA,2852,NA,11 AVE,8
NA,NA,NA,9,NA,NA,NA,NA,2854,NA,PATCHEN AVE,9
NA,NA,NA,1,NA,NA,NA,NA,2856,NA,PINEAPPLE,1
NA,NA,NA,NA,NA,NA,NA,NA,2859,NA,MANHATTAN AVE,NA
NA,NA,NA,9,NA,NA,NA,NA,2879,NA,UNION,9
NA,NA,NA,NA,NA,NA,NA,NA,2880,NA,RODNEY,NA
NA,NA,NA,9,NA,NA,NA,NA,2884,NA,STUYVESANT AVE,9
NA,NA,NA,8,NA,NA,NA,NA,2886,NA,15,8
NA,NA,NA,7,NA,NA,NA,NA,2892,NA,NA,7
NA,NA,NA,6,NA,NA,NA,NA,2895,NA,CT,10
NA,NA,NA,NA,NA,NA,NA,NA,2901,NA,MOORE,NA
NA,NA,NA,8,NA,NA,NA,NA,2915,NA,2 AVE,8
NA,NA,NA,8,NA,NA,NA,NA,2918,NA,6 AVE,8
NA,NA,NA,2,NA,NA,NA,NA,2919,NA,FRONT,2
NA,NA,NA,NA,NA,NA,NA,NA,2923,NA,KEAP,NA
NA,NA,NA,7,NA,NA,NA,NA,2926,NA,BROADWAY,NA
NA,NA,NA,10,NA,NA,NA,NA,2935,NA,PACIFIC,10
NA,NA,NA,8,NA,NA,NA,NA,2938,NA,5 AVE,8
NA,NA,NA,9,NA,NA,NA,NA,2939,NA,THOMAS BOYLAND,9
NA,NA,NA,9,NA,NA,NA,NA,2942,NA,MONROE,9
NA,NA,NA,NA,NA,NA,NA,NA,2943,NA,SKILLMAN AVE,NA
NA,NA,NA,7,NA,NA,NA,NA,2944,NA,DE KALB AVE,7
NA,NA,NA,NA,NA,NA,NA,NA,2948,NA,MANHATTAN AVE,NA
NA,NA,NA,NA,NA,NA,NA,NA,2949,NA,STAGG WALK,NA
NA,REED AVE,NA,9,NA,NA,NA,NA,2954,NA,MALCOLM X BLVD,9
NA,NA,NA,6,NA,NA,NA,NA,2955,NA,DE GRAW,6
NA,NA,NA,NA,NA,NA,NA,NA,2956,NA,GRAHAM AVE,NA
NA,NA,NA,7,NA,NA,NA,NA,2957,NA,GATES AVE,7
NA,NA,NA,9,NA,NA,NA,NA,2960,NA,GARVEY BLVD,9
NA,NA,NA,NA,NA,NA,NA,NA,2962,NA,N 8,NA
NA,SCHUYLER,NA,9,NA,NA,NA,NA,2972,NA,ATLANTIC AVE,9
NA,NA,NA,3,NA,NA,NA,NA,2973,NA,AITKEN PL,3
NA,NA,NA,9,NA,NA,NA,NA,2975,NA,KOSCIUSZKO,9
NA,NA,NA,5,NA,NA,NA,NA,2980,NA,HUDSON AVE,5
NA,NA,NA,7,NA,NA,NA,NA,2985,NA,DE KALB AVE,7
NA,NA,NA,8,NA,NA,NA,NA,2986,NA,2 AVE,8
NA,NA,NA,10,NA,NA,NA,NA,2987,NA,3 AVE,10
NA,NA,NA,7,NA,NA,NA,NA,2999,NA,BROADWAY,NA
NA,NA,NA,9,NA,NA,NA,NA,3001,NA,ROCKAWAY AVE,9
NA,NA,NA,8,NA,NA,NA,NA,3003,NA,55,8
NA,NA,NA,NA,NA,NA,NA,NA,3009,NA,LIBERTY AVE,NA
NA,NA,NA,7,NA,NA,NA,NA,3021,NA,FULTON,7
NA,NA,NA,7,NA,NA,NA,NA,3025,NA,MYRTLE AVE,7
NA,NA,NA,8,NA,NA,NA,NA,3028,NA,7 AVE,8
NA,NA,NA,9,NA,NA,NA,NA,3029,NA,UNION,9
NA,PERRY AVE,NA,9,NA,NA,NA,NA,3032,NA,BEDFORD AVE,9
NA,NA,NA,8,NA,NA,NA,NA,3040,NA,7 AVE,8
NA,NA,NA,9,NA,NA,NA,NA,3048,NA,STERLING PL,9
NA,NA,NA,6,NA,NA,NA,NA,3053,NA,COMMERCE,6
NA,NA,NA,8,NA,NA,NA,NA,3054,NA,6 AVE,8
NA,NA,NA,7,NA,NA,NA,NA,3059,NA,PUTNAM AVE,7
NA,NA,NA,9,NA,NA,NA,NA,3060,NA,GATES AVE,9
NA,NA,NA,9,NA,NA,NA,NA,3061,NA,PARK PL,9
NA,NA,NA,3,NA,NA,NA,NA,3064,NA,LOVE LN,3
NA,NA,NA,3,NA,NA,NA,NA,3076,NA,MIDDAGH,3
NA,SCHUYLER,NA,9,NA,NA,NA,NA,3077,NA,ATLANTIC AVE,9
NA,NA,NA,8,NA,NA,NA,NA,3078,NA,5 AVE,8
NA,NA,NA,9,NA,NA,NA,NA,3089,NA,LEWIS AVE,9
NA,NA,NA,8,NA,NA,NA,NA,3093,NA,4 AVE,8
NA,NA,NA,8,NA,NA,NA,NA,3095,NA,4 AVE,8
NA,NA,NA,8,NA,NA,NA,NA,3103,NA,1,10
NA,NA,NA,7,NA,NA,NA,NA,3106,NA,EMERSON PL,7
NA,NA,NA,8,NA,NA,NA,NA,3110,NA,54,8
NA,NA,NA,8,NA,NA,NA,NA,3115,NA,5 AVE,8
NA,NA,NA,8,NA,NA,NA,NA,3117,NA,4 AVE,8
NA,NA,NA,9,NA,NA,NA,NA,3122,NA,SAINT JOHNS PL,9
NA,NA,NA,10,NA,NA,NA,NA,3138,NA,UNION,10
NA,NA,NA,8,NA,NA,NA,NA,3141,NA,22,8
NA,NA,NA,11,NA,NA,NA,NA,3148,NA,CLERMONT AVE,11
NA,BROOKLYN AVE,NA,9,NA,NA,NA,NA,3157,NA,BKLYN AVE,9
NA,NA,NA,9,NA,NA,NA,NA,3164,NA,PARK PL,9
NA,PULASKY,NA,9,NA,NA,NA,NA,3170,NA,PULASKI,9
NA,NA,NA,5,NA,NA,NA,NA,3178,NA,NASSAU,5
NA,NA,NA,3,NA,NA,NA,NA,3180,NA,HENRY,3
NA,NA,NA,9,NA,NA,NA,NA,3183,NA,HOWARD AVE,9
