OBJECTID,JoinID,Valid 1910,GeoCheck 1910,StreetModern,ST Name Alt 1910,HNYC Street Name 1910,Left Low 1910,Left High 1910,Right Low 1910,Right High 1910,ED Left 1910,ED Right 1910,Name
2829,G00002639,1,1,HUDSON,NA,HUDSON,447,463,438,462,138,130,HUDSON
2830,G00002640,1,1,BROADWAY,NA,BROADWAY,NA,NA,3858,3878,686,689,BROADWAY
2831,G00002641,1,1,SAINT NICHOLAS AVE,NA,NICHOLAS AVE,321,339,320,338,642,642,NICHOLAS AVE
2832,G00002642,1,1,FORT WASHINGTON AVE,NA,FORT WASHINGTON AVE,NA,NA,NA,NA,686,686,FORT WASHINGTON AVE
2833,G00002643,1,1,W 12,NA,W 12,284,304,283,295,164,164,W 12
2834,G00002644,1,1,W 28,NA,W 28,22,58,21,59,994,1270,W 28
2835,G00002645,1,1,W 122,NA,W 122,500,542,501,543,724,721,W 122
2836,G00002646,1,1,E 10,NA,E 10,1,21,2,26,823,822,E 10
2837,G00002647,1,1,2 AVE,NA,2 AVE,943,961,942,962,1097,1095,2 AVE
2838,G00002648,1,1,1 AVE,NA,1 AVE,1495,1509,1496,1512,1046,1023,1 AVE
2839,G00002649,1,1,W 169,NA,W 169,600,660,601,607,686,686,W 169
2840,G00002650,1,1,2 AVE,NA,2 AVE,2001,2021,2000,2020,346,347,2 AVE
2841,G00002651,1,1,W 97,NA,W 97,NA,NA,NA,NA,740,739,W 97
2842,G00002652,1,1,W 93,NA,W 93,250,272,251,267,743,743,W 93
2843,G00002653,1,1,PARK AVE S,NA,4 AVE,310,322,301,321,650,985,4 AVE
2844,G00002654,1,1,W 149,NA,W 149,600,602,601,603,696,696,W 149
2845,G00002655,1,1,STANTON,NA,STANTON,42,58,41,59,890,889,STANTON
2846,G00002656,1,1,ADAM POWELL BLVD,NA,7 AVE,1830,1848,NA,NA,1731,1731,7 AVE
2847,G00002657,1,1,BROADWAY,NA,BROADWAY,NA,NA,2460,2478,742,742,BROADWAY
2848,G00002658,1,1,SPRING,NA,SPRING,88,104,91,103,125,125,SPRING
2849,G00002659,1,1,BROADWAY,NA,BROADWAY,3641,3659,NA,NA,694,694,BROADWAY
2850,G00002660,1,1,2 AVE,NA,2 AVE,1849,1863,1840,1854,359,358,2 AVE
2851,G00002661,1,1,E 11,NA,E 11,9,33,NA,NA,823,823,E 11
2853,G00002663,1,1,E 62,NA,E 62,101,139,100,134,1133,1134,E 62
2854,G00002664,1,1,PARK AVE,NA,PARK AVE,540,554,NA,NA,1163,1163,PARK AVE
2855,G00002665,1,1,WASHINGTON,NA,WASHINGTON,566,582,565,583,139,139,WASHINGTON
2856,G00002666,1,1,LIBERTY,NA,LIBERTY,2,12,1,17,10,7,LIBERTY
2857,G00002667,1,1,BROADWAY,NA,BROADWAY,NA,NA,NA,NA,1314,1316,BROADWAY
2858,G00002668,1,1,10 AVE,NA,10 AVE,451,467,450,464,1745,1216,10 AVE
2859,G00002669,1,1,DELANCEY,NA,DELANCEY,304,320,NA,NA,775,779,DELANCEY
2860,G00002670,1,1,EDGECOMB AVE,NA,EDGECOMB AVE,251,343,NA,NA,660,660,EDGECOMB AVE
2861,G00002671,1,1,E 127,NA,E 127,201,249,200,248,302,303,E 127
2862,G00002672,1,1,E 71,NA,E 71,201,263,200,244,1059,1057,E 71
2863,G00002673,1,1,E 17,NA,E 17,123,147,NA,NA,982,982,E 17
2864,G00002674,1,1,BROADWAY,NA,BROADWAY,289,303,290,304,30,37,BROADWAY
2865,G00002675,1,1,BROADWAY,NA,BROADWAY,415,417,414,416,30,38,BROADWAY
2866,G00002676,1,1,RIVERSIDE DR,NA,RIVERSIDE DR,NA,NA,NA,NA,733,733,RIVERSIDE DR
2867,G00002677,1,1,W 136,NA,W 136,NA,NA,NA,NA,710,709,W 136
2868,G00002678,1,1,8 AVE,NA,8 AVE,65,71,NA,NA,162,170,8 AVE
2869,G00002679,1,1,BROADWAY,NA,BROADWAY,715,727,718,724,818,819,BROADWAY
2870,G00002680,1,1,W 147,NA,W 147,300,310,301,309,661,662,W 147
2871,G00002681,1,1,W 113,NA,W 113,NA,NA,NA,NA,573,572,W 113
2872,G00002682,1,1,COLUMBUS AVE,NA,COLUMBUS AVE,518,536,519,537,1291,1291,COLUMBUS AVE
2873,G00002683,1,1,E 19,NA,E 19,201,247,200,248,971,976,E 19
2874,G00002684,1,1,S WASHINGTON SQ,NA,S WASHINGTON SQ,NA,NA,40,47,807,808,S WASHINGTON SQ
2875,G00002685,1,1,2 AVE,NA,2 AVE,1659,1679,1658,1680,374,376,2 AVE
2876,G00002686,1,1,RIVERSIDE DR,NA,RIVERSIDE DR,NA,NA,NA,NA,692,692,RIVERSIDE DR
2877,G00002687,1,1,7 AVE,NA,7 AVE,580,596,581,599,1200,1200,7 AVE
2878,G00002688,1,1,E 41,NA,E 41,NA,NA,NA,NA,996,996,E 41
2879,G00002689,1,1,W 146,NA,W 146,NA,NA,NA,NA,699,699,W 146
2880,G00002690,1,1,SEAMAN AVE,NA,SEAMAN AVE,NA,NA,NA,NA,674,674,SEAMAN AVE
2881,G00002691,1,1,COLUMBUS AVE,NA,COLUMBUS AVE,438,456,439,459,1298,1297,COLUMBUS AVE
2882,G00002692,1,1,E 64,NA,E 64,103,135,100,136,1138,1140,E 64
2883,G00002694,1,1,AMSTERDAM AVE,NA,AMSTERDAM AVE,2038,2048,NA,NA,689,670,AMSTERDAM AVE
2884,G00002695,1,1,FRONT,NA,FRONT,114,134,115,131,9,9,FRONT
2885,G00002696,1,1,DIVISION,NA,DIVISION,NA,NA,147,153,184,64,DIVISION
2886,G00002697,1,1,1 AVE,NA,1 AVE,1721,1737,1718,1738,366,284,1 AVE
2887,G00002698,1,1,DOWNING,NA,DOWNING,34,68,37,75,133,134,DOWNING
2888,G00002699,1,1,LEXINGTON AVE,NA,LEXINGTON AVE,80,98,81,97,987,987,LEXINGTON AVE
2889,G00002700,1,1,E 63,NA,E 63,501,509,NA,NA,1001,1001,E 63
2890,G00002701,1,1,BROADWAY,NA,BROADWAY,NA,NA,4840,4870,674,674,BROADWAY
2891,G00002702,1,1,W HOUSTON,NA,W HOUSTON,43,63,42,60,125,818,W HOUSTON
2892,G00002703,1,1,W 104,NA,W 104,50,94,51,85,611,611,W 104
2893,G00002704,1,1,W 120,NA,W 120,NA,NA,NA,NA,724,724,W 120
2894,G00002705,1,1,LEROY,NA,LEROY,130,136,129,147,140,141,LEROY
2895,G00002706,1,1,E 117,NA,E 117,143,187,152,190,417,416,E 117
2896,G00002707,1,1,RIVERSIDE DR,NA,RIVERSIDE DR,NA,NA,600,608,709,709,RIVERSIDE DR
2897,G00002708,1,1,W 55,NA,W 55,200,210,201,211,1289,1288,W 55
2898,G00002709,1,1,LEX AVE,NA,LEXINGTON AVE,1870,1878,1871,1877,416,416,LEXINGTON AVE
2899,G00002710,1,1,W 135,NA,W 135,600,634,601,635,710,710,W 135
2900,G00002711,1,1,E 46,NA,E 46,NA,NA,NA,NA,1125,1125,E 46
2901,G00002712,1,1,W 162,NA,W 162,420,428,419,429,670,670,W 162
2902,G00002713,1,1,W 145,NA,W 145,NA,NA,NA,NA,703,699,W 145
2903,G00002714,1,1,BROADWAY,NA,BROADWAY,4201,4219,4200,4218,680,680,BROADWAY
2904,G00002715,1,1,HESTER,NA,HESTER,152,166,161,175,799,797,HESTER
2905,G00002716,1,1,W 167,NA,W 167,440,450,NA,NA,671,671,W 167
2906,G00002717,1,1,F DOUGLASS BLVD,NA,F DOUGLASS BLVD,2663,2691,2672,2690,655,522,F DOUGLASS BLVD
2907,G00002718,1,1,W 151,NA,W 151,500,568,501,557,694,692,W 151
2908,G00002719,1,1,F DOUGLASS BLVD,NA,F DOUGLASS BLVD,2271,2291,2274,2288,636,555,F DOUGLASS BLVD
2909,G00002720,1,1,W 125,NA,HANCOCK PL,2,26,NA,NA,637,638,HANCOCK PL
2910,G00002721,1,1,E 59,NA,E 59,1,29,2,36,1141,1141,E 59
2911,G00002722,1,1,PECK SLIP,NA,PECK SLIP,1,19,2,16,18,11,PECK SLIP
2912,G00002724,1,1,COLLISTER,NA,COLLISTER,12,20,11,19,36,36,COLLISTER
2913,G00002725,1,1,LEXINGTON AVE,NA,LEXINGTON AVE,294,310,295,311,1121,1122,LEXINGTON AVE
2914,G00002726,1,1,THOMPSON,NA,THOMPSON,235,249,238,250,808,808,THOMPSON
2915,G00002727,1,1,W 69,NA,W 69,2,78,1,75,1311,1308,W 69
2916,G00002728,1,1,BROADWAY,NA,BROADWAY,2843,2861,NA,NA,727,727,BROADWAY
2917,G00002729,1,1,F DOUGLASS BLVD,NA,F DOUGLASS BLVD,2511,2525,2508,2534,649,535,F DOUGLASS BLVD
2918,G00002730,1,1,LAFAYETTE,NA,LAFAYETTE,208,230,NA,NA,784,784,LAFAYETTE
2919,G00002731,1,1,W 113,NA,W 113,NA,NA,NA,NA,727,727,W 113
2920,G00002732,1,1,3 AVE,NA,3 AVE,990,1008,991,1009,1135,1079,3 AVE
2921,G00002733,1,1,AVE C,NA,AVE C,161,177,160,176,265,270,AVE C
2922,G00002734,1,1,PARK AVE,NA,PARK AVE,NA,NA,1899,1917,426,426,PARK AVE
2923,G00002735,1,1,WILLIAMSBURG BR APPROACH,NA,WILLIAMSBURG BR APPROACH,NA,NA,NA,NA,NA,NA,WILLIAMSBURG BR APPROACH
2924,G00002736,1,1,MADISON AVE,NA,MADISON AVE,1556,1578,1555,1569,465,464,MADISON AVE
2925,G00002737,1,1,W 17,NA,W 17,200,288,201,277,832,833,W 17
2926,G00002738,1,1,W END AVE,NA,W END AVE,861,879,860,878,735,735,W END AVE
2927,G00002739,1,1,BROADWAY,NA,BROADWAY,3621,3639,NA,NA,696,696,BROADWAY
2928,G00002740,1,1,W 113,NA,W 113,300,330,301,329,621,622,W 113
2929,G00002741,1,1,E 73,NA,E 73,501,527,500,522,1025,1018,E 73
2930,G00002742,1,1,PEARL,NA,PEARL,239,265,238,266,11,11,PEARL
2931,G00002743,1,1,E 57,NA,E 57,NA,NA,458,464,1005,1007,E 57
2932,G00002744,1,1,2 AVE,NA,2 AVE,805,825,806,822,1117,1110,2 AVE
2933,G00002745,1,1,WAVERLY PL,NA,WAVERLY PL,NA,NA,153,161,157,157,WAVERLY PL
2934,G00002746,1,1,FULTON,NA,FULTON,70,78,71,79,11,11,FULTON
2935,G00002747,1,1,W 185,NA,W 185,550,568,551,569,677,677,W 185
2936,G00002748,1,1,W 64,NA,W 64,300,320,301,319,1376,1375,W 64
2937,G00002749,1,1,BROADWAY,NA,BROADWAY,2361,2379,NA,NA,746,746,BROADWAY
2938,G00002750,1,1,AUDUBON AVE,NA,AUDUBON AVE,NA,NA,NA,NA,676,676,AUDUBON AVE
2939,G00002751,1,1,E 81,NA,E 81,NA,NA,NA,NA,1035,1035,E 81
2940,G00002752,1,1,E HOUSTON,NA,E 2,296,314,299,315,246,240,E 2
2941,G00002753,1,1,SAINT NICHOLAS AVE,NA,NICHOLAS AVE,1221,1239,1220,1238,686,684,NICHOLAS AVE
2942,G00002754,1,1,2 AVE,NA,2 AVE,521,541,520,540,1250,1241,2 AVE
2943,G00002755,1,1,W HOUSTON,NA,W HOUSTON,179,231,180,232,108,133,W HOUSTON
2944,G00002756,1,1,2 AVE,NA,2 AVE,1313,1327,1312,1326,1056,1066,2 AVE
2945,G00002757,1,1,HUDSON,NA,HUDSON,465,475,464,486,138,153,HUDSON
2946,G00002758,1,1,SAINT NICHOLAS AVE,HARLEM RD,NICHOLAS AVE,NA,NA,220,222,634,557,NICHOLAS AVE
2947,G00002759,1,1,W 106,NA,W 106,200,250,201,227,732,731,W 106
2948,G00002760,1,1,E 98,NA,E 98,131,169,130,170,394,393,E 98
2949,G00002761,1,1,W 31,NA,W 31,400,464,401,461,1219,1218,W 31
2950,G00002762,1,1,MADISON AVE,NA,MADISON AVE,690,708,691,709,1163,1163,MADISON AVE
2951,G00002763,1,1,W 119,NA,W 119,NA,NA,NA,NA,725,724,W 119
2952,G00002764,1,1,10 AVE,NA,10 AVE,185,199,186,198,867,853,10 AVE
2953,G00002765,1,1,E 72,NA,E 72,201,259,200,258,1059,1059,E 72
2954,G00002766,1,1,BENNETT AVE,NA,BENNETT AVE,NA,NA,NA,NA,675,675,BENNETT AVE
2955,G00002767,1,1,PINE,NA,PINE,20,46,21,45,7,7,PINE
2956,G00002768,1,1,W 73,NA,W 73,100,172,101,185,1305,1304,W 73
2957,G00002769,1,1,WADSWORTH AVE,NA,WADSWORTH AVE,NA,NA,NA,NA,676,676,WADSWORTH AVE
2958,G00002770,1,1,AMSTERDAM AVE,NA,AMSTERDAM AVE,498,516,499,517,1394,1296,AMSTERDAM AVE
2959,G00002771,1,1,E 71,NA,E 71,301,363,300,364,1064,1065,E 71
2960,G00002772,1,1,BROADWAY,NA,BROADWAY,NA,NA,3800,3816,686,686,BROADWAY
2961,G00002773,1,1,E 61,NA,E 61,NA,NA,NA,NA,1001,1001,E 61
2962,G00002775,1,1,WASHINGTON,NA,WASHINGTON,NA,NA,819,835,177,177,WASHINGTON
2963,G00002776,1,1,LAFAYETTE,NA,LAFAYETTE,356,374,353,371,819,819,LAFAYETTE
2964,G00002777,1,1,MADISON AVE,NA,MADISON AVE,376,394,377,395,540,540,MADISON AVE
2965,G00002778,1,1,W 136,NA,W 136,200,270,201,273,533,530,W 136
2966,G00002779,1,1,BROADWAY,NA,BROADWAY,NA,NA,NA,NA,1742,1742,BROADWAY
2967,G00002780,1,1,OLIVER,NA,OLIVER,2,6,1,13,180,22,OLIVER
2968,G00002781,1,1,MERCER,NA,MERCER,211,245,212,246,818,818,MERCER
2969,G00002782,1,1,CROSBY,NA,CROSBY,26,40,25,39,784,785,CROSBY
2970,G00002783,1,1,W 103,NA,W 103,200,216,201,217,734,734,W 103
2971,G00002784,1,1,TIEMANN PL,NA,TIEMANN PL,612,630,611,629,723,719,TIEMANN PL
2972,G00002785,1,1,W 36,NA,W 36,2,78,1,73,1174,1174,W 36
2973,G00002786,1,1,WOOSTER,NA,WOOSTER,57,91,58,92,123,125,WOOSTER
2974,G00002787,1,1,W 142,NA,W 142,NA,NA,NA,NA,653,653,W 142
2975,G00002788,1,1,CHURCH,NA,CHURCH,158,170,159,173,12,12,CHURCH
2976,G00002789,1,1,DELANCEY,NA,DELANCEY,NA,NA,247,263,767,767,DELANCEY
2977,G00002790,1,1,E 26,NA,E 26,201,245,200,246,959,957,E 26
2978,G00002791,1,1,E 94,NA,E 94,NA,NA,NA,NA,478,479,E 94
2979,G00002792,1,1,W 89,NA,W 89,100,178,101,179,581,582,W 89
2980,G00002793,1,1,PARK AVE,NA,PARK AVE,NA,NA,701,719,1137,1137,PARK AVE
2981,G00002794,1,1,BROADWAY,NA,BROADWAY,3321,3339,NA,NA,710,710,BROADWAY
2982,G00002795,1,1,E 4,NA,E 4,247,293,246,300,1666,247,E 4
2983,G00002796,1,1,PARK AVE,NA,PARK AVE,836,860,NA,NA,1159,1159,PARK AVE
2984,G00002797,1,1,ASTOR PL,NA,ASTOR PL,1,21,2,20,822,819,ASTOR PL
2985,G00002798,1,1,E 66,NA,E 66,201,231,202,232,1070,1070,E 66
2986,G00002799,1,1,BROADWAY,NA,BROADWAY,2201,2219,NA,NA,1392,1392,BROADWAY
2987,G00002800,1,1,BROADWAY,NA,BROADWAY,3481,3499,NA,NA,700,700,BROADWAY
2988,G00002801,1,1,E 64,NA,E 64,401,437,400,442,1008,1000,E 64
2989,G00002802,1,1,E 127,NA,E 127,49,83,50,86,435,435,E 127
2990,G00002803,1,1,PARK AVE,NA,PARK AVE,NA,NA,NA,NA,1124,1124,PARK AVE
2991,G00002804,1,1,E 79,NA,E 79,NA,NA,NA,NA,1035,1024,E 79
2992,G00002805,1,1,W 51,NA,W 51,400,470,401,467,1334,1335,W 51
2993,G00002806,1,1,1 AVE,NA,1 AVE,945,963,948,964,1093,997,1 AVE
2994,G00002807,1,1,HAVEN AVE,NA,HAVEN AVE,NA,NA,NA,NA,686,686,HAVEN AVE
2995,G00002808,1,1,WATER,NA,WATER,260,278,257,279,18,18,WATER
2996,G00002809,1,1,E 111,NA,E 111,301,339,300,340,331,332,E 111
2997,G00002810,1,1,2 AVE,NA,2 AVE,301,311,302,308,977,1713,2 AVE
2998,G00002811,1,1,6 AVE,NA,6 AVE,1,21,2,16,137,809,6 AVE
2999,G00002812,1,1,E 52,NA,E 52,201,253,200,252,1099,1098,E 52
3000,G00002813,1,1,MADISON AVE,NA,MADISON AVE,412,430,413,427,1168,1168,MADISON AVE
3001,G00002814,1,1,COLUMBUS AVE,NA,COLUMBUS AVE,498,518,499,519,1296,1292,COLUMBUS AVE
3002,G00002815,1,1,W 127,NA,W 127,200,286,201,287,550,549,W 127
3003,G00002816,1,1,RECTOR,NA,RECTOR,7,11,2,10,5,4,RECTOR
3004,G00002817,1,1,BARCLAY,NA,BARCLAY,58,72,59,73,13,13,BARCLAY
3005,G00002818,1,1,PARK AVE,NA,PARK AVE,418,434,NA,NA,1166,1131,PARK AVE
3006,G00002819,1,1,E 53,NA,E 53,101,131,100,130,1132,1132,E 53
3007,G00002820,1,1,PARK AVE,NA,PARK AVE,NA,NA,1781,1799,422,422,PARK AVE
3008,G00002821,1,1,HESTER,NA,HESTER,168,180,177,191,796,795,HESTER
3009,G00002822,1,1,E 116,NA,E 116,69,95,50,78,447,448,E 116
3010,G00002823,1,1,7 AVE,NA,7 AVE,780,798,781,799,1284,1285,7 AVE
3011,G00002824,1,1,E 9,NA,E 9,701,749,700,750,1662,258,E 9
3012,G00002825,1,1,AMSTERDAM AVE,NA,AMSTERDAM AVE,620,638,619,637,742,584,AMSTERDAM AVE
3013,G00002826,1,1,W 118,NA,W 118,346,370,347,369,629,631,W 118
3014,G00002827,1,1,W 115,NA,W 115,NA,NA,NA,NA,567,566,W 115
3015,G00002828,1,1,PLATT,NA,PLATT,24,42,25,43,10,10,PLATT
3016,G00002829,1,1,W 31,NA,W 31,2,48,1,49,1270,1269,W 31
3017,G00002830,1,1,E 112,NA,E 112,201,251,200,260,329,330,E 112
3018,G00002831,1,1,E 7,NA,E 7,15,45,16,46,909,908,E 7
3019,G00002832,1,1,W 28,NA,W 28,200,264,201,265,1187,1186,W 28
3020,G00002833,1,1,W 162,NA,W 162,NA,NA,NA,NA,686,686,W 162
3021,G00002834,1,1,BROADWAY,NA,BROADWAY,NA,NA,3620,3638,696,696,BROADWAY
3022,G00002835,1,1,CHRISTOPHER,NA,CHRISTOPHER,NA,NA,NA,NA,138,146,CHRISTOPHER
3023,G00002836,1,1,W BROADWAY,NA,W BROADWAY,16,36,15,35,13,12,W BROADWAY
3024,G00002837,1,1,W 115,NA,W 115,400,426,401,425,624,624,W 115
3025,G00002838,1,1,4 AVE,NA,4 AVE,94,118,93,111,823,938,4 AVE
3026,G00002839,1,1,W 36,NA,W 36,500,566,501,565,1745,1234,W 36
3027,G00002840,1,1,PARK AVE,NA,PARK AVE,NA,NA,399,417,1166,1131,PARK AVE
3028,G00002841,1,1,W 3,NA,W 3,78,90,79,95,812,808,W 3
3029,G00002842,1,1,SOUTH,NA,SOUTH,149,161,NA,NA,18,18,SOUTH
3030,G00002843,1,1,PIKE,NA,PIKE,9,21,8,24,65,62,PIKE
3031,G00002844,1,1,WASHINGTON N SQ,NA,WASHINGTON N SQ,NA,NA,14,28,807,827,WASHINGTON N SQ
3032,G00002845,1,1,MADISON AVE,NA,MADISON AVE,1516,1530,1507,1529,466,468,MADISON AVE
3033,G00002846,1,1,PARK AVE,NA,PARK AVE,978,998,NA,NA,1155,1155,PARK AVE
3034,G00002847,1,1,FRANKLIN,NA,FRANKLIN,139,165,134,166,33,31,FRANKLIN
3035,G00002848,1,1,BROADWAY,NA,BROADWAY,2301,2317,NA,NA,1395,1395,BROADWAY
3036,G00002849,1,1,10 AVE,NA,10 AVE,81,95,78,94,866,864,10 AVE
3037,G00002850,1,1,W 52,NA,W 52,200,208,201,209,1284,1284,W 52
3038,G00002851,1,1,3 AVE,NA,3 AVE,1390,1408,1391,1409,1152,1036,3 AVE
3039,G00002853,1,1,ELDRIDGE,NA,ELDRIDGE,1,29,2,28,181,182,ELDRIDGE
3040,G00002854,1,1,9 AVE,NA,9 AVE,413,431,400,430,1218,1218,9 AVE
3041,G00002855,1,1,W 123,NA,W 123,NA,NA,NA,NA,636,636,W 123
3042,G00002856,1,1,GREENWICH,NA,GREENWICH,380,392,385,397,32,32,GREENWICH
3043,G00002857,1,1,1 AVE,NA,1 AVE,1653,1667,1652,1666,376,272,1 AVE
3044,G00002858,1,1,E 41,NA,E 41,201,247,200,246,1115,1114,E 41
3045,G00002859,1,1,E 122,NA,E 122,51,73,50,78,438,439,E 122
3046,G00002860,1,1,BLEECKER,NA,BLEECKER,92,106,91,105,818,818,BLEECKER
3047,G00002861,1,1,BROOME,NA,BROOME,453,467,454,466,125,125,BROOME
3048,G00002862,1,1,UNIVERSITY PL,NA,UNIVERSITY PL,20,38,23,39,822,822,UNIVERSITY PL
3049,G00002863,1,1,BROADWAY,NA,BROADWAY,1101,1119,NA,NA,993,993,BROADWAY
3050,G00002864,1,1,BROADWAY,NA,BROADWAY,2541,2555,NA,NA,1653,1653,BROADWAY
3051,G00002865,1,1,SOUTH,NA,SOUTH,NA,NA,NA,NA,11,11,SOUTH
3052,G00002866,1,1,W 49,NA,W 49,400,464,401,467,1344,1345,W 49
3053,G00002867,1,1,LAGUARDIA PL,NA,W BROADWAY,488,518,485,521,814,818,W BROADWAY
3054,G00002868,1,1,W 81,NA,W 81,NA,NA,NA,NA,1391,1391,W 81
3055,G00002869,1,1,E 95,NA,E 95,101,145,100,144,387,387,E 95
3056,G00002870,1,1,WORTH,NA,WORTH,157,167,NA,NA,41,41,WORTH
3057,G00002871,1,1,2 AVE,NA,2 AVE,19,37,18,34,897,895,2 AVE
3058,G00002872,1,1,GRAMERCY N PARK,NA,GRAMERCY N PARK,101,121,NA,NA,985,981,GRAMERCY N PARK
3059,G00002873,1,1,W 58,NA,W 58,600,650,NA,NA,1369,1372,W 58
3060,G00002874,1,1,W 80,NA,W 80,300,326,301,325,1747,1391,W 80
3061,G00002875,1,1,BROADWAY,NA,BROADWAY,741,755,746,754,822,822,BROADWAY
3062,G00002876,1,1,7 AVE,NA,7 AVE,18,40,21,39,168,160,7 AVE
3063,G00002877,1,1,ADAM POWELL BLVD,NA,7 AVE,NA,NA,2022,2040,557,557,7 AVE
3064,G00002878,1,1,E 42,NA,E 42,NA,NA,40,52,1169,1171,E 42
3065,G00002879,1,1,HILLSIDE AVE,NA,HILLSIDE AVE,NA,NA,NA,NA,671,671,HILLSIDE AVE
3066,G00002880,1,1,7 AVE,NA,7 AVE,150,168,153,169,837,835,7 AVE
3067,G00002881,1,1,3 AVE,NA,3 AVE,144,162,147,165,983,980,3 AVE
3068,G00002882,1,1,W 108,NA,W 108,100,160,101,161,619,620,W 108
3069,G00002883,1,1,E 14,NA,E 14,501,543,500,544,947,925,E 14
3070,G00002884,1,1,AMSTERDAM AVE,NA,AMSTERDAM AVE,2194,2218,NA,NA,684,671,AMSTERDAM AVE
3071,G00002885,1,1,W 85,NA,W 85,300,352,301,355,1394,1393,W 85
3072,G00002886,1,1,W 146,NA,W 146,NA,NA,NA,NA,699,699,W 146
3073,G00002887,1,1,ADAM POWELL BLVD,NA,7 AVE,2560,2578,NA,NA,512,512,7 AVE
3074,G00002888,1,1,THOMPSON,NA,THOMPSON,85,119,84,120,120,123,THOMPSON
3075,G00002890,1,1,SAINT NICHOLAS AVE,NA,NICHOLAS AVE,757,777,760,778,657,660,NICHOLAS AVE
3076,G00002891,1,1,MADISON AVE,NA,MADISON AVE,NA,NA,27,39,988,988,MADISON AVE
3077,G00002892,1,1,SPRING,NA,SPRING,308,318,307,317,105,105,SPRING
3078,G00002893,1,1,W 140,NA,W 140,500,524,501,523,706,706,W 140
3079,G00002894,1,1,E 93,NA,E 93,1,31,2,26,479,480,E 93
3080,G00002895,1,1,E 87,NA,E 87,201,247,200,248,372,374,E 87
3081,G00002896,1,1,W 12,NA,W 12,328,368,333,371,176,175,W 12
3082,G00002897,1,1,ADAM POWELL BLVD,NA,7 AVE,NA,NA,2401,2413,524,526,7 AVE
3083,G00002898,1,1,IRVING PL,NA,IRVING PL,35,49,32,50,983,982,IRVING PL
3084,G00002899,1,1,W 176,NA,W 176,500,518,501,517,681,681,W 176
3085,G00002900,1,1,NASSAU,NA,NASSAU,93,101,94,102,10,10,NASSAU
3086,G00002901,1,1,YORK AVE,NA,AVE A,1435,1449,1432,1448,1021,1024,AVE A
3087,G00002902,1,1,3 AVE,NA,3 AVE,738,756,741,755,1125,1108,3 AVE
3088,G00002903,1,1,LEONARD,NA,LEONARD,1,35,2,36,33,33,LEONARD
3089,G00002904,1,1,E 12,NA,E 12,601,649,602,656,1673,266,E 12
3090,G00002905,1,1,LEXINGTON AVE,NA,LEXINGTON AVE,474,496,475,495,1125,1125,LEXINGTON AVE
3091,G00002906,1,1,ADAM POWELL BLVD,NA,7 AVE,NA,NA,2415,2437,523,526,7 AVE
3092,G00002908,1,1,W 42,NA,W 42,152,154,153,155,1200,1276,W 42
3093,G00002909,1,1,1 AVE,NA,1 AVE,361,375,358,376,968,952,1 AVE
3094,G00002910,1,1,W 133,NA,W 133,492,498,493,499,644,644,W 133
3095,G00002911,1,1,E 74,NA,E 74,1,29,2,28,1159,1160,E 74
3096,G00002912,1,1,W 94,NA,W 94,300,318,301,323,744,741,W 94
3097,G00002913,1,1,MANHATTAN AVE,NA,MANHATTAN AVE,191,213,192,212,619,1730,MANHATTAN AVE
3098,G00002914,1,1,PARK AVE,NA,PARK AVE,1918,1940,NA,NA,432,432,PARK AVE
3099,G00002915,1,1,SUTTON S PL,NA,AVE A,1013,1027,1014,1028,1006,1007,AVE A
3100,G00002916,1,1,2 AVE,NA,2 AVE,2299,2317,2300,2318,317,318,2 AVE
3101,G00002917,1,1,ADAM POWELL BLVD,NA,7 AVE,2042,2060,NA,NA,555,555,7 AVE
3102,G00002918,1,1,E 59,NA,E 59,NA,NA,NA,NA,1001,1004,E 59
3103,G00002919,1,1,C W P,NA,CENTRAL PARK WEST,220,229,NA,NA,1293,1290,CENTRAL PARK WEST
3104,G00002920,1,1,W 129,NA,W 129,300,310,301,311,643,643,W 129
3105,G00002921,1,1,W 108,NA,W 108,50,74,51,73,619,619,W 108
3106,G00002922,1,1,EDGECOMB AVE,NA,EDGECOMB AVE,NA,NA,NA,NA,669,669,EDGECOMB AVE
3107,G00002923,1,1,W 100,NA,W 100,200,218,201,219,736,736,W 100
3108,G00002924,1,1,BROADWAY,NA,BROADWAY,NA,NA,3542,3558,699,699,BROADWAY
3109,G00002925,1,1,BOWERY,NA,BOWERY,2,18,1,19,46,178,BOWERY
3110,G00002926,1,1,W BROADWAY,NA,W BROADWAY,38,56,37,59,13,12,W BROADWAY
3111,G00002927,1,1,10 AVE,NA,10 AVE,469,483,466,482,1234,1215,10 AVE
3112,G00002928,1,1,1 AVE,NA,1 AVE,1681,1699,1668,1682,370,273,1 AVE
3113,G00002929,1,1,AMSTERDAM AVE,NA,AMSTERDAM AVE,280,296,279,299,1387,1304,AMSTERDAM AVE
3114,G00002930,1,1,9 AVE,NA,9 AVE,895,925,910,924,1322,1321,9 AVE
3115,G00002931,1,1,1 AVE,NA,1 AVE,1315,1323,1304,1322,1065,1013,1 AVE
3116,G00002932,1,1,RIVERSIDE E DR,NA,RIVERSIDE E DR,NA,NA,NA,NA,719,719,RIVERSIDE E DR
3117,G00002933,1,1,3 AVE,NA,3 AVE,2144,2158,2143,2163,417,320,3 AVE
