XCoord,YCoord,OBJECTID,MN_STREET1910_FULL_STREE,MN_STREET1910_Y1910NAMESTREET,MN_STREET1910_Y1910LEFT_LOW,MN_STREET1910_Y1910LEFT_HIGH,MN_STREET1910_Y1910RIGHT_LOW,MN_STREET1910_Y1910RIGHT_HIGH,MN_STREET1910_JOINID,MN_STREET1910_Y1910NAMEALT,MN_STREET1910_MINUS_ED_ED,MN_STREET1910_PLUS_ED_ED
991786.60220484,210613.57324514,3397,FIRST AVE,NULL,NULL,NULL,614,626,G00017528,NULL,1253,996
983780.10263389,210130.65426348,3398,W  19 ST,NULL,300,364,301,369,G00017532,NULL,857,856
991175.37851954,223476.26256734,3399,W  77 ST,NULL,4,66,NULL,NULL,G00017546,NULL,1301,1301
997706.01113372,234802.05406756,3400,W  126 ST,NULL,300,329,301,330,G00017549,NULL,639,642
999874.50406987,238251.05641253,3401,F DOUGLAS BLVD,NULL,2643,2659,2654,2668,G00017552,NULL,655,523
997923.35321873,225224.08634689,3402,E  95 ST,NULL,157,185,156,184,G00017554,NULL,389,389
982113.12122376,209104.36202473,3403,WASHINGTON ST,NULL,836,856,830,843,G00017560,NULL,177,177
990499.05081014,217617.53545111,3404,6 AVE,NULL,993,1011,994,1012,G00017561,NULL,1287,1181
983439.39137305,207768.20492014,3405,BANK ST,NULL,16,50,9,49,G00017564,NULL,165,167
980714.44209855,197923.19278606,3406,GREENWICH ST,NULL,138,146,141,155,G00017567,NULL,3,3
998480.78609783,225704.24013430,3407,3 AVE,NULL,1742,1768,1743,1765,G00017569,NULL,393,356
990582.22649681,223336.41000415,3408,COLUMBUS AVE,NULL,320,338,317,339,G00017572,NULL,1303,1301
1001877.93515002,240010.18525871,3409,W  151 ST,NULL,NULL,NULL,NULL,NULL,G00017577,NULL,510,510
998729.85587081,237090.35329673,3410,EDGECOMB AVE,NULL,NULL,NULL,2,24,G00017586,NULL,649,649
991580.90051651,216412.79524248,3411,MADISON AVE,NULL,532,558,533,549,G00017592,NULL,1167,1166
997626.37703791,225709.99168937,3412,E  96 ST,NULL,101,143,100,138,G00017595,NULL,391,387
990884.36622400,228984.41818058,3413,RIVERSIDE DR,NULL,NULL,NULL,221,227,G00017598,NULL,741,741
983922.01343931,205740.10038055,3414,6 AVE,NULL,23,NULL,NULL,NULL,G00017603,NULL,137,808
1004922.27754106,255061.30931669,3415,ACADEMY ST,NULL,NULL,NULL,NULL,NULL,G00017617,NULL,674,674
991546.59929283,227859.30682263,3416,W  92 ST,NULL,NULL,NULL,NULL,NULL,G00017618,NULL,742,742
984424.34215906,206646.88711686,3417,6 AVE,NULL,101,105,96,112,G00017621,NULL,157,826
1001580.29472372,249695.82152406,3418,W  183 ST,NULL,NULL,NULL,NULL,NULL,G00017624,NULL,678,678
988699.28718526,208576.97626848,3419,E  23 ST,NULL,135,163,134,164,G00017626,NULL,984,985
1001314.73669185,230817.72345356,3420,3 AVE,NULL,2182,2198,2185,2199,G00017628,NULL,419,316
998955.65151501,221312.67290989,3421,E  84 ST,NULL,501,547,500,540,G00017629,NULL,279,1031
987345.16604181,205608.09605139,3422,3 AVE,NULL,48,64,47,65,G00017640,NULL,938,930
998703.72190076,224642.12179560,3423,2 AVE,NULL,1817,1831,1820,1838,G00017643,NULL,360,358
982499.74955156,204493.65930390,3424,KING ST,NULL,66,98,61,93,G00017644,NULL,110,110
990525.57470722,204597.53573656,3425,E  13 ST,NULL,601,651,602,650,G00017651,NULL,268,267
987164.98759639,201742.91054031,3426,RIVINGTON ST,NULL,70,84,69,83,G00017658,NULL,1701,212
995085.38317288,237145.85843506,3427,SAINT CLAIR PL,NULL,NULL,NULL,NULL,NULL,G00017659,NULL,719,719
984212.86751639,209053.61409473,3428,W  16 ST,NULL,200,260,201,267,G00017664,NULL,831,832
1004250.65437643,254540.48637539,3429,BROADWAY,NULL,NULL,NULL,NULL,NULL,G00017665,NULL,675,675
993279.84905430,230535.58950339,3430,W  104 ST,NULL,200,234,201,223,G00017677,NULL,734,732
982598.24016822,201070.19206948,3431,FRANKLIN ST,NULL,99,125,96,124,G00017681,NULL,30,30
995202.48595705,218327.08931414,3432,2 AVE,NULL,1283,1297,1276,1294,G00017684,NULL,1072,1067
985851.88966485,199304.58700489,3433,E  BROADWAY,NULL,NULL,NULL,NULL,NULL,G00017686,NULL,63,62
982741.74201376,208544.50258014,3434,HUDSON ST,NULL,637,651,638,650,G00017688,NULL,172,163
992114.13124139,216885.01050539,3435,E  57 ST,NULL,27,51,28,58,G00017691,NULL,1165,1165
993341.62534151,218464.40531248,3436,PARK AVE,NULL,NULL,NULL,595,607,G00017692,NULL,1162,1138
986889.30819461,219458.78436682,3437,W  56 ST,NULL,500,552,501,557,G00017707,NULL,1369,1369
987350.98952097,219363.50784498,3438,TENTH AVE,NULL,851,869,852,876,G00017711,NULL,1369,1325
989478.31198760,213669.15644010,3439,FIFTH AVE,NULL,482,500,479,501,G00017721,NULL,1172,1170
993068.25318485,225970.53022802,3440,C P  W,NULL,280,289,NULL,NULL,G00017723,NULL,583,507
981218.76113585,196745.64527240,3441,BROAD ST,NULL,1,23,2,28,G00017738,NULL,7,7
999602.37156590,243788.55524102,3442,FORT WASHINGTON AVE,NULL,NULL,NULL,NULL,NULL,G00017746,NULL,686,686
997912.40210593,232849.15242233,3443,W  120 ST,NULL,NULL,NULL,NULL,NULL,G00017752,NULL,560,559
990171.70385984,203191.03887764,3444,LOISAIDA AVE,AVE C,107,125,106,124,G00017753,NULL,256,1661
998902.95091890,234587.47931938,3445,ADAM POWELL BLVD,NULL,NULL,NULL,2141,2161,G00017755,NULL,549,548
1008421.57598082,258185.10003617,3446,W  225 ST,NULL,NULL,NULL,NULL,NULL,G00017779,NULL,NULL,NULL
993690.41237359,216332.55918248,3447,E  58 ST,NULL,201,247,200,250,G00017782,NULL,1091,1090
986690.23296846,210741.07627098,3448,6 AVE,NULL,429,447,430,444,G00017786,NULL,1182,994
982680.12451889,206254.44646472,3449,BEDFORD ST,NULL,96,114,99,119,G00017789,NULL,152,152
1007004.91937314,255270.98245377,3450,W  211 ST,NULL,NULL,NULL,NULL,NULL,G00017793,NULL,674,674
991252.61732371,211940.73984551,3451,E  39 ST,NULL,201,251,200,248,G00017798,NULL,1119,1259
995516.72581414,230389.73710481,3452,C P  W,NULL,471,477,NULL,NULL,G00017800,NULL,618,507
981476.31672310,200335.28573089,3453,READE ST,NULL,127,159,130,160,G00017807,NULL,13,33
990789.29268372,215509.85593944,3454,E  50 ST,NULL,1,23,2,26,G00017816,NULL,1167,1167
998456.36341532,224928.58109490,3455,E  95 ST,NULL,201,239,200,240,G00017821,NULL,359,360
987573.29386639,212251.37492360,3456,BROADWAY,NULL,1293,1303,1282,1290,G00017825,NULL,1190,1268
1001753.53522725,239779.44768384,3457,W  150 ST,NULL,NULL,NULL,NULL,NULL,G00017838,NULL,515,510
998963.68038447,222096.25372603,3458,YORK AVE,Avenue A,1633,1653,1634,1654,G00017845,NULL,272,281
983208.35951885,198145.91182881,3459,GOLD ST,NULL,87,103,88,108,G00017849,NULL,14,14
998334.27103205,233661.79420898,3460,ADAM POWELL BLVD,NULL,2062,2080,NULL,NULL,G00017858,NULL,554,556
996369.48985664,218886.67316873,3461,FIRST AVE,NULL,1325,1343,1324,1342,G00017869,NULL,1064,1014
987701.88465251,202504.11669506,3462,E  HOUSTON ST,NULL,194,214,187,205,G00017881,NULL,884,871
986636.38595198,219001.64771861,3463,W  54 ST,NULL,500,562,501,565,G00017882,NULL,1368,1371
988525.82148889,210901.86991264,3464,MADISON AVE,NULL,118,132,119,133,G00017892,NULL,1266,1266
990289.68935222,225660.35876831,3465,BROADWAY,NULL,NULL,NULL,2280,2298,G00017896,NULL,1396,1396
984428.46911930,205721.64913794,3466,WASHINGTON SQ W,NULL,NULL,NULL,33,39,G00017898,NULL,807,807
989065.01119135,220387.16623073,3467,W  63 ST,NULL,NULL,NULL,NULL,NULL,G00017916,NULL,1317,1317
1000148.91504055,228719.30885119,3468,3 AVE,NULL,2004,2018,2005,2025,G00017919,NULL,410,333
993948.14211136,233919.80341706,3469,CLAREMONT AVE,NULL,1,13,NULL,NULL,G00017926,NULL,725,725
990292.28596776,212470.81362514,3470,E  39 ST,NULL,101,127,100,130,G00017928,NULL,1121,1121
989039.47531722,211829.37297890,3471,MADISON AVE,NULL,186,198,185,199,G00017929,NULL,1265,1265
983741.99263792,196851.97248756,3472,SOUTH ST,NULL,104,120,NULL,NULL,G00017938,NULL,11,11
995802.69923764,231028.24253023,3473,FREDERICK DOUGLASS C,NULL,NULL,NULL,NULL,NULL,G00017941,NULL,621,621
988172.94768676,200703.42426626,3474,CLINTON ST,NULL,NULL,NULL,NULL,NULL,G00017942,NULL,751,752
990949.32517206,215272.01192694,3475,MADISON AVE,NULL,432,450,433,449,G00017943,NULL,1167,505
987832.34354514,210697.25253972,3476,FIFTH AVE,NULL,248,264,251,263,G00017944,NULL,1270,1267
1004292.07702981,250889.91198365,3477,AUDUBON AVE,NULL,NULL,NULL,NULL,NULL,G00017949,NULL,676,676
1004037.27931105,250428.89420489,3478,AUDUBON AVE,NULL,NULL,NULL,NULL,NULL,G00017967,NULL,676,676
989989.10497964,208911.25135452,3479,2 AVE,NULL,461,479,460,478,G00017969,NULL,959,958
1000353.82227510,241599.71599714,3480,SAINT NICHLAS AVE,NULL,861,879,860,882,G00017974,NULL,664,665
995016.96375801,235050.65544391,3481,W  122 ST,NULL,NULL,NULL,NULL,NULL,G00017999,NULL,724,723
987178.74413055,201163.65792585,3482,DELANCEY ST,NULL,NULL,NULL,85,97,G00018008,NULL,214,214
984448.96120431,209481.53646722,3483,W  18 ST,NULL,200,258,201,259,G00018024,NULL,833,836
988492.23346552,206216.20786010,3484,2 AVE,NULL,231,247,230,246,G00018028,NULL,980,979
993369.61068580,219640.50040123,3485,MADISON AVE,NULL,814,824,813,827,G00018029,NULL,1161,1161
1001280.18033051,240787.30128339,3486,F DOUGLAS BLVD,NULL,2851,2861,2852,2866,G00018037,NULL,704,510
1002762.38373093,249035.60466864,3487,SAINT NICHLAS AVE,NULL,1441,1459,1440,1458,G00018044,NULL,678,677
983999.67732597,206451.97723764,3488,WAVERLY PL,NULL,130,156,143,151,G00018057,NULL,157,157
981052.81002418,196642.75030102,3489,EXCHANGE PL,NULL,62,66,61,69,G00018061,NULL,7,7
991131.73310776,227042.93113440,3490,BROADWAY,NULL,NULL,NULL,2400,2414,G00018062,NULL,745,745
992121.87564847,229830.11552064,3491,W  END AVE,NULL,805,821,806,822,G00018064,NULL,737,736
996272.22463122,232698.01168773,3492,MANHATTAN AVE,NULL,385,405,384,396,G00018077,NULL,629,627
1001354.10587164,234575.97873231,3493,E  132 ST,NULL,1,33,2,22,G00018087,NULL,429,430
1003564.16034260,254868.08955877,3494,RIVERSIDE DR,NULL,NULL,NULL,NULL,NULL,G00018102,NULL,675,675
984928.64692473,202496.16018210,3495,SPRING ST,NULL,64,74,63,77,G00018104,NULL,784,800
1008351.38848505,258499.56584652,3496,TERRACE VIEW AVE,NULL,NULL,NULL,NULL,NULL,G00018106,NULL,NULL,NULL
988023.75731803,203089.87967352,3497,E  3 ST,NULL,103,143,102,142,G00018117,NULL,918,882
999622.79870363,237796.93968371,3498,F DOUGLAS BLVD,NULL,2611,2623,2610,2624,G00018121,NULL,651,525
988085.13339389,217902.16234248,3499,W  53 ST,NULL,300,366,301,361,G00018122,NULL,1331,1330
998828.68359309,229003.49365027,3500,E  109 ST,NULL,49,81,48,88,G00018126,NULL,459,460
981716.98848585,205261.00701459,3501,WASHINGTON ST,NULL,584,598,585,597,G00018133,NULL,140,140
982401.45069960,203689.41911448,3502,SPRING ST,NULL,258,292,261,291,G00018138,NULL,111,111
992002.36801347,227756.91592690,3503,AMSTERDAM AVE,NULL,658,676,655,679,G00018140,NULL,742,588
1000223.39220948,237018.51324067,3504,W  138 ST,NULL,NULL,NULL,NULL,NULL,G00018142,NULL,529,1717
982761.52396239,204594.59758627,3505,VARICK ST,NULL,189,205,188,204,G00018147,NULL,110,108
999686.47633289,231566.48671981,3506,E  119 ST,NULL,1,23,2,38,G00018154,NULL,441,442
989592.65646151,211828.65775722,3507,PARK AVE,NULL,22,38,NULL,NULL,G00018156,NULL,1171,1122
989358.59853068,209410.14881472,3508,E  27 ST,NULL,161,165,156,158,G00018157,NULL,986,987
986800.68263053,209942.63764176,3509,W  24 ST,NULL,2,62,1,63,G00018159,NULL,995,993
1007382.58758105,256470.12720115,3510,PARK TER E,NULL,NULL,NULL,NULL,NULL,G00018160,NULL,674,674
983359.73946543,205268.29046460,3511,CARMINE ST,NULL,17,49,22,58,G00018161,NULL,134,136
993469.11207285,232258.36362953,3512,CATHEDRAL PKWY,NULL,NULL,NULL,NULL,NULL,G00018185,NULL,729,727
981990.83701951,211970.19208702,3513,W  22 ST,NULL,NULL,NULL,NULL,NULL,G00018188,NULL,867,867
1002508.98299102,247669.52029452,3514,AUDUBON AVE,NULL,238,254,239,256,G00018191,NULL,681,681
986124.50263668,202541.89155389,3515,BOWERY,NULL,232,246,NULL,NULL,G00018198,NULL,805,885
987946.59922214,200816.23178343,3516,SUFFOLK ST,NULL,NULL,NULL,NULL,NULL,G00018200,NULL,753,752
987919.22495519,202417.26456239,3517,E  HOUSTON ST,NULL,216,232,207,225,G00018210,NULL,884,872
1001932.85954254,228925.05823619,3518,FIRST AVE,NULL,2221,2237,2222,2236,G00018212,NULL,324,290
982064.66315138,198773.40696490,3519,BROADWAY,NULL,229,237,NULL,NULL,G00018218,NULL,12,37
1001810.77802259,244415.43051007,3520,EDGECOMB AVE,NULL,NULL,NULL,NULL,NULL,G00018219,NULL,671,671
990488.67993193,210547.37505077,3521,E  33 ST,NULL,201,257,200,258,G00018222,NULL,1246,1247
997924.63492576,231943.50432632,3522,W  117 ST,NULL,100,165,101,157,G00018225,NULL,569,568
988305.86293931,209993.31693973,3523,E  27 ST,NULL,21,49,22,51,G00018235,NULL,988,988
1000186.24403414,239141.39086131,3524,W  145 ST,NULL,300,318,301,317,G00018239,NULL,656,661
996541.74180872,232709.83417064,3525,W  117 ST,NULL,300,324,301,323,G00018243,NULL,627,628
1001013.88508112,244396.75745724,3526,W  164 ST,NULL,500,538,501,539,G00018255,NULL,688,688
980376.42046489,197689.40322740,3527,WASHINGTON ST,NULL,118,130,123,131,G00018268,NULL,4,4
1002771.79152051,249456.14024489,3528,W  184 ST,NULL,600,638,601,649,G00018271,NULL,678,678
987758.98164669,202608.16980727,3529,E  FIRST ST,NULL,76,124,75,127,G00018272,NULL,883,884
990005.64792556,204429.56510793,3530,B AVE,NULL,176,194,175,193,G00018285,NULL,927,1672
989417.97505234,212513.42836931,3531,MADISON AVE,NULL,232,244,233,245,G00018307,NULL,544,1171
988050.38067468,214939.67532127,3532,W  43 ST,NULL,NULL,NULL,NULL,NULL,G00018308,NULL,1276,1276
986383.68174431,206282.75201835,3533,E  11 ST,NULL,41,67,44,72,G00018323,NULL,823,823
982482.29354972,200147.02462447,3534,TRIMBLE PL,NULL,NULL,NULL,NULL,NULL,G00018325,NULL,30,30
994984.07924057,230373.49041874,3535,MANHATTAN AVE,NULL,145,153,144,150,G00018339,NULL,617,618
986044.38911960,202186.56546657,3536,RIVINGTON ST,NULL,NULL,NULL,NULL,NULL,G00018348,NULL,885,806
991455.33170597,227760.76598481,3537,BROADWAY,NULL,2461,2477,NULL,NULL,G00018354,NULL,743,742
997694.31824373,223558.16480997,3538,E  89 ST,NULL,201,235,200,256,G00018356,NULL,367,368
997231.74928697,218246.91280127,3539,E  71 ST,NULL,501,541,500,538,G00018358,NULL,1018,1018
987657.25039139,216200.98464248,3540,EIGHTH AVE,NULL,733,749,750,766,G00018361,NULL,1341,1281
999317.69532902,235389.78731547,3541,W  131 ST,NULL,NULL,NULL,NULL,NULL,G00018363,NULL,543,542
1000745.78853138,237028.69825949,3542,W  139 ST,NULL,100,148,NULL,NULL,G00018365,NULL,527,526
1002324.99303747,250178.88502643,3543,W  186 ST,NULL,NULL,NULL,NULL,NULL,G00018371,NULL,678,678
992129.30004951,227985.51288883,3544,AMSTERDAM AVE,NULL,678,700,681,699,G00018374,NULL,742,589
1006738.76504981,253140.34219407,3545,9 AVE,NULL,NULL,NULL,NULL,NULL,G00018383,NULL,672,672
998276.01327456,226869.60306898,3546,E  101 ST,NULL,101,139,100,142,G00018386,NULL,398,395
992340.68557830,231205.84439648,3547,RIVERSIDE DR,NULL,NULL,NULL,318,329,G00018387,NULL,733,733
1000999.65124112,247410.42771710,3548,W  174 ST,NULL,NULL,NULL,NULL,NULL,G00018389,NULL,680,680
989209.28314061,219407.44854126,3549,W  60 ST,NULL,NULL,NULL,NULL,NULL,G00018395,NULL,1726,1319
996268.23841872,232217.02019564,3550,W  115 ST,NULL,300,326,301,325,G00018397,NULL,626,626
996616.94178956,225499.39091440,3551,MADISON AVE,NULL,1314,1336,1319,1337,G00018402,NULL,479,479
991890.68172109,228415.43495106,3552,BROADWAY,NULL,NULL,NULL,2520,2538,G00018406,NULL,741,741
989149.65324647,220847.52571026,3553,BROADWAY,NULL,NULL,1939,1929,NULL,G00018412,NULL,1314,1314
997481.78586038,235818.58123398,3554,W  129 ST,NULL,NULL,NULL,401,423,G00018419,NULL,640,640
980902.67925488,196016.43577281,3555,MARKETFIELD ST,NONE,NONE,NONE,NONE,NULL,G00018420,NULL,1,1
985897.35237284,215811.29140918,3556,W  42 ST,NULL,400,424,401,425,G00018430,NULL,1204,1350
997381.24800372,234039.26392648,3557,W  123 ST,NULL,300,312,301,315,G00018440,NULL,636,636
1001158.58428106,240259.39223423,3558,MACOMBS PL,NULL,21,39,22,38,G00018441,NULL,510,510
992272.49181706,228673.96461772,3559,W  96 ST,NULL,200,220,201,221,G00018442,NULL,1653,740
989371.91723764,219620.10838164,3560,W  61 ST,NULL,2,8,1,7,G00018443,NULL,1319,1319
991600.77728122,215954.96676181,3561,E  53 ST,NULL,29,67,26,66,G00018448,NULL,505,505
1004356.90612074,255019.55188903,3562,SEAMAN AVE,NULL,NULL,NULL,NULL,NULL,G00018450,NULL,674,674
986611.31826410,204262.74555968,3563,COOPER SQ,NULL,2,14,1,15,G00018455,NULL,819,906
996406.23190913,231991.11021439,3564,F DOUGLAS BLVD,NULL,2111,2125,2110,2128,G00018477,NULL,626,567
985802.70852563,212852.66487959,3565,EIGHTH AVE,NULL,423,459,420,458,G00018478,NULL,1218,1190
987419.21609055,213915.13127456,3566,SEVENTH AVE,NULL,520,536,521,535,G00018479,NULL,1197,1197
982504.44901723,212472.99537931,3567,ELEVENTH AVE,NULL,201,219,202,218,G00018481,NULL,867,867
1000970.01526843,245680.82135198,3568,W  168 ST,NULL,NULL,NULL,NULL,NULL,G00018485,NULL,685,684
981761.73478743,196172.63756014,3569,HANOVER ST,NULL,7,9,6,10,G00018486,NULL,8,8
999705.34112456,241659.40583839,3570,AMSTERDAM AVE,NULL,1858,1878,1861,1879,G00018491,NULL,692,664
999627.26713372,224764.86990969,3571,FIRST AVE,NULL,1857,1879,1858,1878,G00018497,NULL,355,282
993258.75346001,231939.06209014,3572,BROADWAY,NULL,2801,2823,NULL,NULL,G00018500,NULL,729,730
982856.05937043,202802.06032489,3573,6 AVE,SULLIVAN ST,20,42,23,41,G00018504,NULL,115,121
997108.41718455,238892.60691006,3574,BROADWAY,NULL,3401,3419,NULL,NULL,G00018520,NULL,705,705
982618.02966277,196606.09092551,3575,WATER ST,NULL,154,158,155,159,G00018532,NULL,11,11
990701.31090431,226833.67482718,3576,W  87 ST,NULL,250,276,251,277,G00018534,NULL,746,746
984240.41011222,200270.08704239,3577,BAXTER ST,NULL,74,82,73,77,G00018537,NULL,40,1705
997985.26402009,229020.48442993,3578,FIFTH AVE,NULL,NULL,NULL,1260,1269,G00018538,NULL,507,461
1002967.31770426,251614.45449781,3579,BROADWAY,NULL,NULL,NULL,NULL,NULL,G00018549,NULL,675,676
997955.19042539,224758.63944314,3580,3 AVE,NULL,1662,1676,1663,1679,G00018557,NULL,388,361
1003549.84262189,248600.71889144,3581,AMSTERDAM AVE,NULL,2460,2488,2461,2489,G00018562,NULL,677,671
991900.33327660,213104.55579598,3582,E  44 ST,NULL,201,249,200,248,G00018571,NULL,1106,1117
984203.52206264,211823.68237347,3583,9 AVE,NULL,249,269,250,268,G00018573,NULL,849,848
990537.61717001,215052.72726052,3584,E  48 ST,NULL,1,25,2,26,G00018578,NULL,1168,1168
997542.87661748,224537.99519940,3585,E  92 ST,NULL,145,173,142,172,G00018580,NULL,388,386
996262.22629163,237232.82348423,3586,BROADWAY,NULL,NULL,NULL,NULL,NULL,G00018582,NULL,715,715
990923.03880730,204545.98597090,3587,LOISAIDA AVE,AVE C,213,227,214,228,G00018584,NULL,268,269
987501.38029630,202584.99809498,3588,E  HOUSTON ST,NULL,174,192,167,185,G00018586,NULL,884,870
993178.94522068,220342.73324873,3589,FIFTH AVE,NULL,NULL,NULL,886,898,G00018588,NULL,1181,1160
982378.50307488,201631.12762740,3590,VARICK ST,NULL,13,25,14,24,G00018605,NULL,31,31
985177.13396055,200523.87246002,3591,ELIZABETH ST,NULL,35,65,36,64,G00018607,NULL,799,799
993360.92960080,218006.05649164,3592,E  63 ST,NULL,101,137,100,134,G00018620,NULL,1140,1133
995674.59131205,222676.58996552,3593,PARK AVE,NULL,NULL,NULL,961,979,G00018621,NULL,1155,1149
985489.53983180,202946.82857210,3594,MULBERRY ST,NULL,257,271,254,270,G00018623,NULL,800,800
998719.93955205,222391.85775939,3595,E  87 ST,NULL,401,447,400,448,G00018624,NULL,273,272
1002039.46211247,248536.29628406,3596,WADSWORTH AVE,NULL,120,130,121,131,G00018628,NULL,693,693
1004456.79290772,254439.61256139,3597,DYCKMAN ST,NULL,NULL,NULL,NULL,NULL,G00018640,NULL,675,674
981588.14671598,196000.18416489,3598,HANOVER SQ,NULL,1,1,2,2,G00018667,NULL,8,8
998593.06644622,236843.75290410,3599,SAINT NICHLAS AVE,NULL,NULL,NULL,486,490,G00018668,NULL,649,649
992710.56525193,217326.39577747,3600,PARK AVE,NULL,NULL,NULL,499,513,G00018676,NULL,1141,1134
981611.89830889,197469.77932281,3601,LIBERTY ST,NULL,54,58,55,57,G00018677,NULL,7,10
1003591.44261109,251286.19592565,3602,WADSWORTH AVE,NULL,NULL,NULL,NULL,NULL,G00018693,NULL,676,676
986374.12139598,202539.83201077,3603,STANTON ST,NULL,2,26,1,23,G00018702,NULL,886,885
993791.05997413,217768.12553706,3604,E  63 ST,NULL,139,175,136,176,G00018711,NULL,1140,1133
991676.82735214,215465.52530506,3605,PARK AVE,NULL,NULL,NULL,341,355,G00018712,NULL,505,1127
1000339.95941478,246458.44868431,3606,FORT WASHINGTON AVE,NULL,NULL,NULL,NULL,NULL,G00018716,NULL,686,686
1002009.13720593,233606.69572993,3607,E  130 ST,NULL,101,127,100,124,G00018721,NULL,426,426
995802.64715830,222907.26388081,3608,PARK AVE,NULL,NULL,NULL,981,997,G00018723,NULL,1155,1149
998220.92974093,235265.83118138,3609,F DOUGLAS BLVD,NULL,2391,2409,2390,2408,G00018724,NULL,643,545
990062.09942026,213186.64601894,3610,E  41 ST,NULL,39,63,40,66,G00018726,NULL,1171,1171
999339.74293843,234491.59717535,3611,W  128 ST,NULL,100,168,101,171,G00018728,NULL,548,547
995748.10822539,231757.10805773,3612,MANHATTAN AVE,NULL,NULL,NULL,290,308,G00018730,NULL,622,621
988436.11858431,201724.16877989,3613,STANTON ST,NULL,152,168,153,167,G00018736,NULL,879,878
983633.99859539,197031.19194539,3614,FRONT ST,NULL,210,236,211,235,G00018738,NULL,11,11
998173.39094043,238896.69203968,3615,AMSTERDAM AVE,NULL,1624,1638,1623,1639,G00018748,NULL,706,652
980448.23823643,195437.84405972,3616,PEARL ST,NULL,1,23,2,24,G00018757,NULL,1,1
983546.42544376,197203.72391661,3617,WATER ST,NULL,226,258,225,255,G00018759,NULL,11,11
983155.14325389,206975.96733139,3618,CHARLES ST,NULL,64,96,1,18,G00018761,VAN NEST PLACE,150,149
1000537.73956178,245018.15421486,3619,W  165 ST,NULL,NULL,NULL,NULL,NULL,G00018763,NULL,686,685
