Ward,JoinId,Name,Full_Name,Name1850,AltName,Left_Low,Left_High,Right_Low,Right_High,ObjectID,source,flag
8,G00022781,11,NA,11,NA,NA,NA,NA,NA,23504,geo,IN
8,G00022782,10 AVE,NA,10 AVE,NA,NA,NA,NA,NA,23505,geo,IN
8,G00022783,9,NA,9,NA,NA,NA,NA,NA,23506,geo,IN
8,G00022784,11 AVE,NA,11 AVE,NA,NA,NA,NA,NA,23507,geo,IN
8,G00022785,7,NA,7,NA,NA,NA,NA,NA,23508,geo,IN
8,G00022786,10,NA,10,NA,NA,NA,NA,NA,23509,geo,IN
8,G00022787,10 AVE,NA,10 AVE,NA,NA,NA,NA,NA,23510,geo,IN
8,G00022788,8,NA,8,NA,NA,NA,NA,NA,23511,geo,IN
8,G00022789,11 AVE,NA,11 AVE,NA,NA,NA,NA,NA,23512,geo,IN
8,G00022790,6,NA,6,NA,NA,NA,NA,NA,23513,geo,IN
8,G00022791,9,NA,9,NA,NA,NA,NA,NA,23514,geo,IN
8,G00022792,10 AVE,NA,10 AVE,NA,NA,NA,NA,NA,23515,geo,IN
8,G00022793,7,NA,7,NA,NA,NA,NA,NA,23516,geo,IN
8,G00022794,11 AVE,NA,11 AVE,NA,NA,NA,NA,NA,23517,geo,IN
8,G00022795,5,NA,5,NA,NA,NA,NA,NA,23518,geo,IN
8,G00022796,8,NA,8,NA,NA,NA,NA,NA,23519,geo,IN
8,G00022797,10 AVE,NA,10 AVE,NA,NA,NA,NA,NA,23520,geo,IN
8,G00022798,6,NA,6,NA,NA,NA,NA,NA,23521,geo,IN
8,G00022799,11 AVE,NA,11 AVE,NA,NA,NA,NA,NA,23522,geo,IN
8,G00022800,4,NA,4,NA,NA,NA,NA,NA,23523,geo,IN
8,G00022801,7,NA,7,NA,NA,NA,NA,NA,23524,geo,IN
8,G00022802,10 AVE,NA,10 AVE,NA,NA,NA,NA,NA,23525,geo,IN
8,G00022803,5,NA,5,NA,NA,NA,NA,NA,23526,geo,IN
8,G00022804,11 AVE,NA,11 AVE,NA,NA,NA,NA,NA,23527,geo,IN
8,G00022805,3,NA,3,NA,NA,NA,NA,NA,23528,geo,IN
8,G00022806,6,NA,6,NA,NA,NA,NA,NA,23529,geo,IN
8,G00022807,10 AVE,NA,10 AVE,NA,NA,NA,NA,NA,23530,geo,IN
8,G00022808,4,NA,4,NA,NA,NA,NA,NA,23531,geo,IN
8,G00022809,11 AVE,NA,11 AVE,NA,NA,NA,NA,NA,23532,geo,IN
8,G00022811,5,NA,5,NA,NA,NA,NA,NA,23534,geo,IN
8,G00022812,10 AVE,NA,10 AVE,NA,NA,NA,NA,NA,23535,geo,IN
8,G00022813,3,NA,3,NA,NA,NA,NA,NA,23536,geo,IN
8,G00022814,11 AVE,NA,11 AVE,NA,NA,NA,NA,NA,23537,geo,IN
8,G00022816,4,NA,4,NA,NA,NA,NA,NA,23539,geo,IN
8,G00022817,10 AVE,NA,10 AVE,NA,NA,NA,NA,NA,23540,geo,IN
8,G00022818,2,NA,2,NA,NA,NA,NA,NA,23541,geo,IN
8,G00022819,11 AVE,NA,11 AVE,NA,NA,NA,NA,NA,23542,geo,IN
8,G00022821,3,NA,3,NA,NA,NA,NA,NA,23544,geo,IN
8,G00022822,10 AVE,NA,10 AVE,NA,NA,NA,NA,NA,23545,geo,IN
8,G00022823,1,NA,1,NA,NA,NA,NA,NA,23546,geo,IN
8,G00022824,11 AVE,NA,11 AVE,NA,NA,NA,NA,NA,23547,geo,IN
8,G00022825,2,NA,2,NA,NA,NA,NA,NA,23549,geo,IN
8,G00022826,10 AVE,NA,10 AVE,NA,NA,NA,NA,NA,23550,geo,IN
8,G00022827,MACOMB,NA,MACOMB,NA,NA,NA,NA,NA,23551,geo,IN
8,G00022828,1,NA,1,NA,NA,NA,NA,NA,23553,geo,IN
8,G00022829,10 AVE,NA,10 AVE,NA,NA,NA,NA,NA,23554,geo,IN
8,G00022830,MONTGOMERY,NA,MONTGOMERY,NA,NA,NA,NA,NA,23555,geo,IN
8,G00022831,MACOMB,NA,MACOMB,NA,NA,NA,NA,NA,23556,geo,IN
8,G00022832,10 AVE,NA,10 AVE,NA,NA,NA,NA,NA,23557,geo,IN
8,G00022833,MONTGOMERY,NA,MONTGOMERY,NA,NA,NA,NA,NA,23559,geo,IN
8,G00022834,10 AVE,NA,10 AVE,NA,NA,NA,NA,NA,23560,geo,IN
8,G00022835,10 AVE,NA,10 AVE,NA,NA,NA,NA,NA,23562,geo,IN
8,G00022836,CARROLL,NA,CARROLL,NA,NA,NA,NA,NA,23563,geo,IN
8,G00022837,PRESIDENT,NA,PRESIDENT,NA,NA,NA,NA,NA,23564,geo,IN
8,G00022838,FLATBUSH AVE,NA,FLATBUSH AVE,NA,NA,NA,NA,NA,23573,geo,IN
8,G00022839,9 AVE,NA,9 AVE,NA,NA,NA,NA,NA,23574,geo,IN
8,G00022840,UNION,NA,UNION,NA,NA,NA,NA,NA,23575,geo,IN
8,G00022841,FLATBUSH AVE,NA,FLATBUSH AVE,NA,NA,NA,NA,NA,23576,geo,IN
8,G00022842,9 AVE,NA,9 AVE,NA,NA,NA,NA,NA,23577,geo,IN
8,G00022843,SACKETT,NA,SACKETT,NA,NA,NA,NA,NA,23578,geo,IN
8,G00022844,9 AVE,NA,9 AVE,NA,NA,NA,NA,NA,23579,geo,IN
8,G00022845,FLATBUSH AVE,NA,FLATBUSH AVE,NA,NA,NA,NA,NA,23580,geo,IN
8,G00022846,UNION,NA,UNION,NA,NA,NA,NA,NA,23581,geo,IN
8,G00022847,FLATBUSH AVE,NA,FLATBUSH AVE,NA,NA,NA,NA,NA,23582,geo,IN
8,G00022848,SACKETT,NA,SACKETT,NA,NA,NA,NA,NA,23583,geo,IN
8,G00022849,DEGRAW,NA,DEGRAW,NA,NA,NA,NA,NA,23584,geo,IN
8,G00022850,FLATBUSH AVE,NA,FLATBUSH AVE,NA,NA,NA,NA,NA,23585,geo,IN
8,G00022851,NA,NA,NA,NA,NA,NA,NA,NA,23586,geo,IN
8,G00022852,DOUGLASS,NA,DOUGLASS,NA,NA,NA,NA,NA,23587,geo,IN
8,G00022853,NA,NA,NA,NA,NA,NA,NA,NA,23588,geo,IN
8,G00022854,FLATBUSH AVE,NA,FLATBUSH AVE,NA,NA,NA,NA,NA,23589,geo,IN
8,G00022855,7 AVE,NA,7 AVE,NA,NA,NA,NA,NA,23590,geo,IN
8,G00022856,DOUGLASS,NA,DOUGLASS,NA,NA,NA,NA,NA,23591,geo,IN
8,G00022857,7 AVE,NA,7 AVE,NA,NA,NA,NA,NA,23592,geo,IN
8,G00022858,BUTLER,NA,BUTLER,NA,NA,NA,NA,NA,23593,geo,IN
8,G00022859,6 AVE,NA,6 AVE,NA,NA,NA,NA,NA,23594,geo,IN
8,G00022860,DOUGLASS,NA,DOUGLASS,NA,NA,NA,NA,NA,23595,geo,IN
8,G00022861,FLATBUSH AVE,NA,FLATBUSH AVE,NA,NA,NA,NA,NA,23596,geo,IN
8,G00022862,7 AVE,NA,7 AVE,NA,NA,NA,NA,NA,23597,geo,IN
8,G00022863,BALTIC,NA,BALTIC,NA,NA,NA,NA,NA,23598,geo,IN
8,G00022864,7 AVE,NA,7 AVE,NA,NA,NA,NA,NA,23599,geo,IN
8,G00022865,FLATBUSH AVE,NA,FLATBUSH AVE,NA,NA,NA,NA,NA,23600,geo,IN
8,G00022866,6 AVE,NA,6 AVE,NA,NA,NA,NA,NA,23601,geo,IN
8,G00022867,BUTLER,NA,BUTLER,NA,NA,NA,NA,NA,23602,geo,IN
10,G00022868,5 AVE,NA,5 AVE,NA,NA,NA,NA,NA,23603,geo,IN
8,G00022869,DOUGLASS,NA,DOUGLASS,NA,NA,NA,NA,NA,23604,geo,IN
8,G00022870,6 AVE,NA,6 AVE,NA,NA,NA,NA,NA,23605,geo,IN
8,G00022871,BALTIC,NA,BALTIC,NA,NA,NA,NA,NA,23606,geo,IN
10,G00022872,5 AVE,NA,5 AVE,NA,NA,NA,NA,NA,23607,geo,IN
8,G00022873,BUTLER,NA,BUTLER,NA,NA,NA,NA,NA,23608,geo,IN
8,G00022874,6 AVE,NA,6 AVE,NA,NA,NA,NA,NA,23609,geo,IN
8,G00022875,WARREN,NA,WARREN,NA,NA,NA,NA,NA,23610,geo,IN
10,G00022876,5 AVE,NA,5 AVE,NA,NA,NA,NA,NA,23611,geo,IN
8,G00022877,BALTIC,NA,BALTIC,NA,NA,NA,NA,NA,23612,geo,IN
8,G00022878,6 AVE,NA,6 AVE,NA,NA,NA,NA,NA,23613,geo,IN
10,G00022879,5 AVE,NA,5 AVE,NA,NA,NA,NA,NA,23614,geo,IN
8,G00022880,WARREN,NA,WARREN,NA,NA,NA,NA,NA,23615,geo,IN
10,G00022881,5 AVE,NA,5 AVE,NA,NA,NA,NA,NA,23616,geo,IN
8,G00022882,11 AVE,NA,11 AVE,NA,NA,NA,NA,NA,23618,geo,IN
8,G00022883,NA,NA,NA,NA,NA,NA,NA,NA,23620,geo,IN
8,G00022884,CARROLL,NA,CARROLL,NA,NA,NA,NA,NA,23621,geo,IN
8,G00022885,NA,NA,NA,NA,NA,NA,NA,NA,23622,geo,IN
8,G00022886,PRESIDENT,NA,PRESIDENT,NA,NA,NA,NA,NA,23623,geo,IN
8,G00022887,NA,NA,NA,NA,NA,NA,NA,NA,23624,geo,IN
8,G00022889,6 AVE,NA,6 AVE,NA,NA,NA,NA,NA,23631,geo,IN
8,G00022890,BATH PLANK RD,NA,BATH PLANK RD,NA,NA,NA,NA,NA,23632,geo,IN
8,G00022891,BATH PLANK RD,NA,BATH PLANK RD,NA,NA,NA,NA,NA,23633,geo,IN
8,G00022893,14,NA,14,NA,NA,NA,NA,NA,23635,geo,IN
8,G00022894,14,NA,14,NA,NA,NA,NA,NA,23636,geo,IN
8,G00022895,15,NA,15,NA,NA,NA,NA,NA,23637,geo,IN
8,G00022896,15,NA,15,NA,NA,NA,NA,NA,23638,geo,IN
10,G00022897,GOWANUS LN,NA,GOWANUS LN,NA,NA,NA,NA,NA,23640,geo,IN
8,G00022902,NA,NA,NA,NA,NA,NA,NA,NA,23648,geo,IN
8,G00022903,FLATBUSH RD,NA,FLATBUSH RD,NA,NA,NA,NA,NA,23649,geo,IN
8,G00022904,NA,NA,NA,NA,NA,NA,NA,NA,23650,geo,IN
8,G00022905,NA,NA,NA,NA,NA,NA,NA,NA,23651,geo,IN
10,G00022906,GOWANUS RD,NA,GOWANUS RD,NA,NA,NA,NA,NA,23652,geo,IN
10,G00022907,GOWANUS RD,NA,GOWANUS RD,NA,NA,NA,NA,NA,23653,geo,IN
9,G00022909,CLARKSON AVE,NA,CLARKSON AVE,NA,NA,NA,NA,NA,23661,geo,IN
9,G00022910,CLARKSON AVE,NA,CLARKSON AVE,NA,NA,NA,NA,NA,23662,geo,IN
9,G00022911,CANARSIE RD,NA,CANARSIE RD,NA,NA,NA,NA,NA,23666,geo,IN
9,G00022912,CROWN,NA,CROWN,NA,NA,NA,NA,NA,23667,geo,IN
9,G00022913,CLARKSON AVE,NA,CLARKSON AVE,NA,NA,NA,NA,NA,23673,geo,IN
9,G00022915,MONTGOMERY,NA,MONTGOMERY,NA,NA,NA,NA,NA,23675,geo,IN
9,G00022916,CLARKSON AVE,NA,CLARKSON AVE,NA,NA,NA,NA,NA,23676,geo,IN
9,G00022917,CROWN,NA,CROWN,NA,NA,NA,NA,NA,23677,geo,IN
9,G00022919,GRAND AVE,NA,GRAND AVE,NA,NA,NA,NA,NA,23680,geo,IN
9,G00022920,CROWN,NA,CROWN,NA,NA,NA,NA,NA,23681,geo,IN
9,G00022922,CROWN,NA,CROWN,NA,NA,NA,NA,NA,23683,geo,IN
9,G00022924,NA,WASHINGTON AVE,NA,NA,NA,NA,NA,NA,23685,geo,IN
9,G00022925,CLARKSON AVE,NA,CLARKSON AVE,NA,NA,NA,NA,NA,23686,geo,IN
9,G00022926,CARROLL,NA,CARROLL,NA,NA,NA,NA,NA,23687,geo,IN
9,G00022928,CLARKSON AVE,NA,CLARKSON AVE,NA,NA,NA,NA,NA,23689,geo,IN
9,G00022929,GRAND AVE,NA,GRAND AVE,NA,NA,NA,NA,NA,23690,geo,IN
9,G00022930,CARROLL,NA,CARROLL,NA,NA,NA,NA,NA,23691,geo,IN
9,G00022931,CARROLL,NA,CARROLL,NA,NA,NA,NA,NA,23692,geo,IN
9,G00022932,GRAND AVE,NA,GRAND AVE,NA,NA,NA,NA,NA,23693,geo,IN
9,G00022933,PRESIDENT,NA,PRESIDENT,NA,NA,NA,NA,NA,23694,geo,IN
8,G00022934,PRESIDENT,NA,PRESIDENT,NA,NA,NA,NA,NA,23695,geo,IN
9,G00022935,GRAND AVE,NA,GRAND AVE,NA,NA,NA,NA,NA,23696,geo,IN
9,G00022936,UNION,NA,UNION,NA,NA,NA,NA,NA,23697,geo,IN
9,G00022937,WASHINGTON AVE,NA,WASHINGTON AVE,NA,NA,NA,NA,NA,23698,geo,IN
9,G00022938,SACKETT,NA,SACKETT,NA,NA,NA,NA,NA,23699,geo,IN
8,G00022939,UNDERHILL AVE,NA,UNDERHILL AVE,NA,NA,NA,NA,NA,23700,geo,IN
8,G00022940,UNION,NA,UNION,NA,NA,NA,NA,NA,23701,geo,IN
9,G00022941,GRAND AVE,NA,GRAND AVE,NA,NA,NA,NA,NA,23702,geo,IN
9,G00022942,SACKETT,NA,SACKETT,NA,NA,NA,NA,NA,23703,geo,IN
9,G00022943,WASHINGTON AVE,NA,WASHINGTON AVE,NA,NA,NA,NA,NA,23704,geo,IN
8,G00022944,UNDERHILL AVE,NA,UNDERHILL AVE,NA,NA,NA,NA,NA,23705,geo,IN
9,G00022945,SACKETT,NA,SACKETT,NA,NA,NA,NA,NA,23706,geo,IN
9,G00022946,GRAND AVE,NA,GRAND AVE,NA,NA,NA,NA,NA,23707,geo,IN
9,G00022947,DEGRAW,NA,DEGRAW,NA,NA,NA,NA,NA,23708,geo,IN
8,G00022948,SACKETT,NA,SACKETT,NA,NA,NA,NA,NA,23709,geo,IN
9,G00022950,DEGRAW,NA,DEGRAW,NA,NA,NA,NA,NA,23711,geo,IN
9,G00022951,GRAND AVE,NA,GRAND AVE,NA,NA,NA,NA,NA,23712,geo,IN
9,G00022952,DOUGLAS,NA,DOUGLAS,NA,NA,NA,NA,NA,23713,geo,IN
8,G00022953,DEGRAW,NA,DEGRAW,NA,NA,NA,NA,NA,23714,geo,IN
9,G00022954,UNDERHILL AVE,NA,UNDERHILL AVE,NA,NA,NA,NA,NA,23715,geo,IN
9,G00022955,DOUGLAS,NA,DOUGLAS,NA,NA,NA,NA,NA,23716,geo,IN
9,G00022956,GRAND AVE,NA,GRAND AVE,NA,NA,NA,NA,NA,23717,geo,IN
9,G00022957,BUTLER,NA,BUTLER,NA,NA,NA,NA,NA,23718,geo,IN
8,G00022958,VANDERBILT AVE,NA,VANDERBILT AVE,NA,NA,NA,NA,NA,23719,geo,IN
8,G00022959,DOUGLAS,NA,DOUGLAS,NA,NA,NA,NA,NA,23720,geo,IN
8,G00022960,DOUGLAS,NA,DOUGLAS,NA,NA,NA,NA,NA,23721,geo,IN
9,G00022961,GRAND AVE,NA,GRAND AVE,NA,NA,NA,NA,NA,23722,geo,IN
8,G00022962,VANDERBILT AVE,NA,VANDERBILT AVE,NA,NA,NA,NA,NA,23723,geo,IN
9,G00022963,BUTLER,NA,BUTLER,NA,NA,NA,NA,NA,23724,geo,IN
9,G00022964,WASHINGTON AVE,NA,WASHINGTON AVE,NA,NA,NA,NA,NA,23725,geo,IN
7,G00023020,FRANKLIN,NA,FRANKLIN,NA,NA,NA,NA,NA,23818,geo,IN
7,G00023021,FLEET,NA,FLEET,NA,NA,NA,NA,NA,23820,geo,IN
7,G00023022,PUTNAM,NA,PUTNAM,NA,NA,NA,NA,NA,23821,geo,IN
7,G00023023,JAMAICA AVE,NA,JAMAICA AVE,NA,NA,NA,NA,NA,23822,geo,IN
7,G00023024,PUTNAM,NA,PUTNAM,NA,NA,NA,NA,NA,23823,geo,IN
7,G00023025,FLEET,NA,FLEET,NA,NA,NA,NA,NA,23824,geo,IN
7,G00023026,JAMAICA AVE,NA,JAMAICA AVE,NA,NA,NA,NA,NA,23825,geo,IN
7,G00023027,JAMAICA AVE,NA,JAMAICA AVE,NA,NA,NA,NA,NA,23826,geo,IN
7,G00023028,MADISON,NA,MADISON,NA,NA,NA,NA,NA,23827,geo,IN
7,G00023029,CLASSON AVE,NA,CLASSON AVE,NA,NA,NA,NA,NA,23828,geo,IN
7,G00023030,JAMAICA AVE,NA,JAMAICA AVE,NA,NA,NA,NA,NA,23829,geo,IN
7,G00023031,NA,GATES AVE,NA,NA,NA,NA,NA,NA,23830,geo,IN
7,G00023032,NA,IRVING PL,NA,NA,NA,NA,NA,NA,23831,geo,IN
7,G00023033,JAMAICA AVE,NA,JAMAICA AVE,NA,NA,NA,NA,NA,23832,geo,IN
7,G00023034,NA,DOWNING,NA,NA,NA,NA,NA,NA,23833,geo,IN
7,G00023035,JAMAICA AVE,NA,JAMAICA AVE,NA,NA,NA,NA,NA,23834,geo,IN
7,G00023036,NA,GRAND AVE,NA,NA,NA,NA,NA,NA,23835,geo,IN
7,G00023037,JAMAICA AVE,NA,JAMAICA AVE,NA,NA,NA,NA,NA,23836,geo,IN
7,G00023038,NA,GREENE AVE,NA,NA,NA,NA,NA,NA,23837,geo,IN
7,G00023039,NA,CAMBRIDGE PL,NA,NA,NA,NA,NA,NA,23838,geo,IN
7,G00023040,JAMAICA AVE,NA,JAMAICA AVE,NA,NA,NA,NA,NA,23839,geo,IN
7,G00023041,NA,JAMESS PL,NA,NA,NA,NA,NA,NA,23840,geo,IN
7,G00023042,JAMAICA AVE,NA,JAMAICA AVE,NA,NA,NA,NA,NA,23841,geo,IN
11,G00023043,HAMILTON,NA,HAMILTON,NA,NA,NA,NA,NA,23842,geo,IN
11,G00023045,HAMILTON,NA,HAMILTON,NA,NA,NA,NA,NA,23844,geo,IN
11,G00023052,VANDERBILT AVE,NA,VANDERBILT AVE,NA,NA,NA,NA,NA,23861,geo,IN
11,G00023053,JAMAICA AVE,NA,JAMAICA AVE,NA,NA,NA,NA,NA,23862,geo,IN
11,G00023054,CLERMONT,NA,CLERMONT,NA,NA,NA,NA,NA,23863,geo,IN
11,G00023055,JAMAICA AVE,NA,JAMAICA AVE,NA,NA,NA,NA,NA,23864,geo,IN
11,G00023056,VANDERBILT AVE,NA,VANDERBILT AVE,NA,NA,NA,NA,NA,23865,geo,IN
11,G00023057,WILLOUGHBY AVE,NA,WILLOUGHBY AVE,NA,NA,NA,NA,NA,23866,geo,IN
11,G00023058,CLERMONT,NA,CLERMONT,NA,NA,NA,NA,NA,23867,geo,IN
11,G00023059,WILLOUGHBY AVE,NA,WILLOUGHBY AVE,NA,NA,NA,NA,NA,23868,geo,IN
11,G00023060,JAMAICA AVE,NA,JAMAICA AVE,NA,NA,NA,NA,NA,23869,geo,IN
11,G00023061,WILLOUGHBY AVE,NA,WILLOUGHBY AVE,NA,NA,NA,NA,NA,23870,geo,IN
11,G00023062,WILLOUGHBY AVE,NA,WILLOUGHBY AVE,NA,NA,NA,NA,NA,23871,geo,IN
11,G00023063,WILLOUGHBY AVE,NA,WILLOUGHBY AVE,NA,NA,NA,NA,NA,23872,geo,IN
11,G00023064,CARLTON AVE,NA,CARLTON AVE,NA,NA,NA,NA,NA,23873,geo,IN
11,G00023065,JAMAICA AVE,NA,JAMAICA AVE,NA,NA,NA,NA,NA,23874,geo,IN
11,G00023066,CUMBERLAND,NA,CUMBERLAND,NA,NA,NA,NA,NA,23875,geo,IN
11,G00023067,JAMAICA AVE,NA,JAMAICA AVE,NA,NA,NA,NA,NA,23876,geo,IN
11,G00023068,ADELPHI,NA,ADELPHI,NA,NA,NA,NA,NA,23877,geo,IN
11,G00023069,CARLTON AVE,NA,CARLTON AVE,NA,NA,NA,NA,NA,23878,geo,IN
11,G00023070,CUMBERLAND,NA,CUMBERLAND,NA,NA,NA,NA,NA,23879,geo,IN
11,G00023071,JAMAICA AVE,NA,JAMAICA AVE,NA,NA,NA,NA,NA,23880,geo,IN
11,G00023072,MYRTLE AVE,NA,MYRTLE AVE,NA,NA,NA,NA,NA,23881,geo,IN
11,G00023073,MYRTLE AVE,NA,MYRTLE AVE,NA,NA,NA,NA,NA,23882,geo,IN
7,G00023091,THROOP AVE,NA,THROOP AVE,NA,NA,NA,NA,NA,23917,geo,IN
7,G00023092,THROOP AVE,NA,THROOP AVE,NA,NA,NA,NA,NA,23918,geo,IN
7,G00023093,HARRISON AVE,NA,HARRISON AVE,NA,NA,NA,NA,NA,23919,geo,IN
7,G00023094,HARRISON AVE,NA,HARRISON AVE,NA,NA,NA,NA,NA,23920,geo,IN
7,G00023095,WALTON,NA,WALTON,NA,NA,NA,NA,NA,23921,geo,IN
9,G00023096,FLATBUSH RD,NA,FLATBUSH RD,NA,NA,NA,NA,NA,23922,geo,IN
7,G00023097,KENT AVE,NA,KENT AVE,NA,NA,NA,NA,NA,23923,geo,IN
7,G00023098,WYTHE AVE,NA,WYTHE AVE,NA,NA,NA,NA,NA,23924,geo,IN
7,G00023099,HEYWARD,NA,HEYWARD,NA,NA,NA,NA,NA,23925,geo,IN
7,G00023100,LYNCH,NA,LYNCH,NA,NA,NA,NA,NA,23926,geo,IN
7,G00023101,MYDDLETON,NA,MYDDLETON,NA,NA,NA,NA,NA,23927,geo,IN
7,G00023102,LEE AVE,NA,LEE AVE,NA,NA,NA,NA,NA,23928,geo,IN
7,G00023103,GWINNETT,NA,GWINNETT,NA,NA,NA,NA,NA,23929,geo,IN
7,G00023104,MARCY AVE,NA,MARCY AVE,NA,NA,NA,NA,NA,23930,geo,IN
7,G00023105,FRANKLIN AVE,NA,FRANKLIN AVE,NA,NA,NA,NA,NA,23931,geo,IN
7,G00023106,BEDFORD AVE,NA,BEDFORD AVE,NA,NA,NA,NA,NA,23932,geo,IN
7,G00023107,BEDFORD AVE,NA,BEDFORD AVE,NA,NA,NA,NA,NA,23933,geo,IN
7,G00023108,NOSTRAND AVE,NA,NOSTRAND AVE,NA,NA,NA,NA,NA,23934,geo,IN
7,G00023109,MARCY AVE,NA,MARCY AVE,NA,NA,NA,NA,NA,23935,geo,IN
11,G00023110,NA,NA,NA,NA,NA,NA,NA,NA,23936,geo,IN
11,G00023111,NA,NA,NA,NA,NA,NA,NA,NA,23937,geo,IN
9,G00023113,BROOKLYN JAMAICA TURNPIKE,NA,BROOKLYN JAMAICA TURNPIKE,NA,NA,NA,NA,NA,23940,geo,IN
9,G00023114,TRUXTON,NA,TRUXTON,NA,NA,NA,NA,NA,23942,geo,IN
11,G00023116,VANDERBILT AVE,NA,VANDERBILT AVE,NA,NA,NA,NA,NA,23948,geo,IN
11,G00023117,CLINTON AVE,NA,CLINTON AVE,NA,NA,NA,NA,NA,23949,geo,IN
11,G00023118,HAMILTON,NA,HAMILTON,NA,NA,NA,NA,NA,23950,geo,IN
11,G00023119,FULTON,NA,FULTON,NA,NA,NA,NA,NA,23951,geo,IN
11,G00023122,RAYMOND,NA,RAYMOND,NA,NA,NA,NA,NA,23958,geo,IN
11,G00023123,HANSON,NA,HANSON,NA,NA,NA,NA,NA,23959,geo,IN
11,G00023124,FLATBUSH AVE,NA,FLATBUSH AVE,NA,NA,NA,NA,NA,23960,geo,IN
11,G00023125,HANSON,NA,HANSON,NA,NA,NA,NA,NA,23961,geo,IN
11,G00023126,RAYMOND,NA,RAYMOND,NA,NA,NA,NA,NA,23962,geo,IN
11,G00023127,FLATBUSH AVE,NA,FLATBUSH AVE,NA,NA,NA,NA,NA,23963,geo,IN
11,G00023128,FLATBUSH AVE,NA,FLATBUSH AVE,NA,NA,NA,NA,NA,23964,geo,IN
11,G00023129,RAYMOND,NA,RAYMOND,NA,NA,NA,NA,NA,23965,geo,IN
7,G00023130,ATLANTIC AVE,NA,ATLANTIC AVE,NA,NA,NA,NA,NA,23966,geo,IN
7,G00023131,ATLANTIC AVE,NA,ATLANTIC AVE,NA,NA,NA,NA,NA,23967,geo,IN
7,G00023132,BREVOORT PL,NA,BREVOORT PL,NA,NA,NA,NA,NA,23969,geo,IN
9,G00023133,DEGHAW,NA,DEGHAW,NA,NA,NA,NA,NA,23970,geo,IN
9,G00023134,NEW YORK AVE,NA,NEW YORK AVE,NA,NA,NA,NA,NA,23971,geo,IN
9,G00023135,HERKIMER,NA,HERKIMER,NA,NA,NA,NA,NA,23975,geo,IN
9,G00023136,SCHUYLER,NA,SCHUYLER,NA,NA,NA,NA,NA,23982,geo,IN
9,G00023137,FRANKLIN AVE,NA,FRANKLIN AVE,NA,NA,NA,NA,NA,23984,geo,IN
9,G00023138,PACIFIC,NA,PACIFIC,NA,NA,NA,NA,NA,23986,geo,IN
9,G00023139,SCHUYLER,NA,SCHUYLER,NA,NA,NA,NA,NA,23987,geo,IN
9,G00023140,PACIFIC,NA,PACIFIC,NA,NA,NA,NA,NA,23988,geo,IN
9,G00023141,FRANKLIN AVE,NA,FRANKLIN AVE,NA,NA,NA,NA,NA,23989,geo,IN
7,G00023142,ATLANTIC,NA,ATLANTIC,NA,NA,NA,NA,NA,23990,geo,IN
7,G00023143,FRANKLIN AVE,NA,FRANKLIN AVE,NA,NA,NA,NA,NA,23991,geo,IN
9,G00023144,PERRY AVE,NA,PERRY AVE,NA,NA,NA,NA,NA,24002,geo,IN
9,G00023145,PACIFIC,NA,PACIFIC,NA,NA,NA,NA,NA,24004,geo,IN
9,G00023146,PERRY AVE,NA,PERRY AVE,NA,NA,NA,NA,NA,24005,geo,IN
9,G00023147,SCHUYLER,NA,SCHUYLER,NA,NA,NA,NA,NA,24007,geo,IN
9,G00023148,FULTON,NA,FULTON,NA,NA,NA,NA,NA,24010,geo,IN
9,G00023149,FULTON,NA,FULTON,NA,NA,NA,NA,NA,24011,geo,IN
9,G00023150,MACON,NA,MACON,NA,NA,NA,NA,NA,24015,geo,IN
9,G00023151,HERKIMER,NA,HERKIMER,NA,NA,NA,NA,NA,24018,geo,IN
9,G00023152,PERRY AVE,NA,PERRY AVE,NA,NA,NA,NA,NA,24019,geo,IN
7,G00023154,JAMAICA AVE,NA,JAMAICA AVE,NA,NA,NA,NA,NA,24022,geo,IN
7,G00023155,HANCOCK,NA,HANCOCK,NA,NA,NA,NA,NA,24023,geo,IN
7,G00023156,JAMAICA AVE,NA,JAMAICA AVE,NA,NA,NA,NA,NA,24024,geo,IN
9,G00023157,HERKIMER,NA,HERKIMER,NA,NA,NA,NA,NA,24027,geo,IN
9,G00023158,HERKIMER,NA,HERKIMER,NA,NA,NA,NA,NA,24028,geo,IN
9,G00023159,HERKIMER,NA,HERKIMER,NA,NA,NA,NA,NA,24029,geo,IN
9,G00023160,HERKIMER,NA,HERKIMER,NA,NA,NA,NA,NA,24030,geo,IN
9,G00023161,HERKIMER,NA,HERKIMER,NA,NA,NA,NA,NA,24031,geo,IN
9,G00023162,STONE AVE,NA,STONE AVE,NA,NA,NA,NA,NA,24032,geo,IN
9,G00023163,HERKIMER,NA,HERKIMER,NA,NA,NA,NA,NA,24033,geo,IN
9,G00023164,NA,ROCKAWAY AVE,NA,NA,NA,NA,NA,NA,24034,geo,IN
9,G00023165,HERKIMER,NA,HERKIMER,NA,NA,NA,NA,NA,24035,geo,IN
9,G00023166,NA,THOMAS BOYLAND,NA,NA,NA,NA,NA,NA,24036,geo,IN
9,G00023167,HERKIMER,NA,HERKIMER,NA,NA,NA,NA,NA,24037,geo,IN
9,G00023168,NA,SARATOGA AVE,NA,NA,NA,NA,NA,NA,24038,geo,IN
9,G00023169,NA,HOWARD AVE,NA,NA,NA,NA,NA,NA,24039,geo,IN
