OBJECTID,BK_STREET1850_FULL_STREE,BK_STREET1850_Y1850NAMESTREET,BK_STREET1850_Y1850LEFT_LOW,BK_STREET1850_Y1850LEFT_HIGH,BK_STREET1850_Y1850RIGHT_LOW,BK_STREET1850_Y1850RIGHT_HIGH,BK_STREET1850_JOINID,BK_STREET1850_Y1850NAMEALT,Ward Left 1850,Ward Right 1850
22799,,,,,,,G00022303,,9,9
22802,,,,,,,G00022306,,9,9
22803,,,,,,,G00022307,,9,9
22804,,,,,,,G00022308,,9,9
22807,,,,,,,G00022311,,,
22814,,,,,,,G00022316,,10,10
22815,,,,,,,G00022317,,10,10
22816,,,,,,,G00022318,,10,10
22817,,,,,,,G00022319,,10,10
22818,,,,,,,G00022320,,10,10
22819,,,,,,,G00022321,,10,10
22820,,,,,,,G00022322,,10,10
22821,,,,,,,G00022323,,10,10
22822,,,,,,,G00022324,,10,10
22823,,,,,,,G00022325,,10,10
22824,,,,,,,G00022326,,10,10
22825,,,,,,,G00022327,,10,10
22826,,,,,,,G00022328,,10,10
22827,,,,,,,G00022329,,10,10
22831,,,,,,,G00022332,,8,8
22832,,,,,,,G00022333,,8,8
22833,,,,,,,G00022334,,8,8
22834,,,,,,,G00022335,,8,8
22835,,,,,,,G00022336,,8,8
22836,,,,,,,G00022337,,8,8
22837,,,,,,,G00022338,,8,8
22838,,,,,,,G00022339,,8,8
22839,,,,,,,G00022340,,8,8
22840,,,,,,,G00022341,,8,8
22841,,,,,,,G00022342,,8,8
22842,,,,,,,G00022343,,8,8
22843,,,,,,,G00022344,,8,8
22844,,,,,,,G00022345,,8,8
22845,,,,,,,G00022346,,8,8
22846,,,,,,,G00022347,,8,8
22847,,,,,,,G00022348,,8,8
22848,,,,,,,G00022349,,8,8
22849,,,,,,,G00022350,,8,8
22850,,,,,,,G00022351,,8,8
22851,,,,,,,G00022352,,8,8
22852,,,,,,,G00022353,,8,8
22853,,,,,,,G00022354,,8,8
22854,,,,,,,G00022355,,8,8
22855,,,,,,,G00022356,,8,8
22856,,,,,,,G00022357,,8,8
22857,,,,,,,G00022358,,8,8
22858,,,,,,,G00022359,,8,8
22859,,,,,,,G00022360,,8,8
22860,,,,,,,G00022361,,8,8
22861,,,,,,,G00022362,,8,8
22862,,,,,,,G00022363,,8,8
22863,,,,,,,G00022364,,8,8
22864,,,,,,,G00022365,,8,8
22865,,,,,,,G00022366,,8,8
22866,,,,,,,G00022367,,8,8
22867,,,,,,,G00022368,,8,8
22868,,,,,,,G00022369,,8,8
22869,,,,,,,G00022370,,8,8
22870,,,,,,,G00022371,,8,8
22871,,,,,,,G00022372,,8,8
22872,,,,,,,G00022373,,8,8
22873,,,,,,,G00022374,,8,8
22874,,,,,,,G00022375,,8,8
22875,,,,,,,G00022376,,8,8
22876,,,,,,,G00022377,,8,8
22877,,,,,,,G00022378,,8,8
22878,,,,,,,G00022379,,8,8
22879,,,,,,,G00022380,,8,8
22880,,,,,,,G00022381,,8,8
22881,,,,,,,G00022382,,8,8
22882,,,,,,,G00022383,,8,8
22883,,,,,,,G00022384,,8,8
22884,,,,,,,G00022385,,8,8
22885,,,,,,,G00022386,,8,8
22886,,,,,,,G00022387,,8,8
22888,,N  9 ST,,,,,G00022389,,,
22889,,FLATBUSH RD,,,,,G00022390,,,
22890,,FLATBUSH RD,,,,,G00022391,,,
22891,,FLATBUSH RD,,,,,G00022392,,,
22892,,CANARSIE RD,,,,,G00022393,CLOVE RD,,
22893,,CORTELYOU AVE,,,,,G00022394,,,
22894,,CLARKSON AVE,,,,,G00022395,,,
22895,,CANARSIE RD,,,,,G00022396,CLOVE RD,,
22896,,CONEY ISLAND PLANK RD,,,,,G00022397,,,
22897,,HAMILTON AVE BRIDGE,,,,,G00022398,,10,10
22898,,CENTRE ST,,,,,G00022399,,10,10
22901,,SMITH ST,,,,,G00022400,,10,10
22902,,12 ST,,,,,G00022401,,10,10
22903,,SMITH ST,,,,,G00022402,,10,10
22904,,10 ST,,,,,G00022403,,10,10
22905,,9 ST,,,,,G00022404,,10,10
22909,,FIRST AVE,,,,,G00022405,,,8
22910,,6 ST,,,,,G00022406,,,
22911,,FIRST AVE,,,,,G00022407,,10,10
22912,,SMITH ST,,,,,G00022408,,10,10
22913,,6 ST,,,,,G00022409,,10,10
22914,,SMITH ST,,,,,G00022410,,10,10
22915,,6 ST,,,,,G00022411,,10,
22917,,NELSON ST,,,,,G00022412,,10,10
22918,,LUQUER ST,,,,,G00022413,,10,10
22919,,7 ST,,,,,G00022414,,8,
22921,,MIDDLE ST,,,,,G00022416,,8,8
22922,,16 ST,,,,,G00022417,,8,8
22924,,26 ST,,,,,G00022418,,8,8
22925,,27 ST,,,,,G00022419,,,
22926,,25 ST,,,,,G00022420,,8,8
22927,,24 ST,,,,,G00022421,,8,8
22928,,23 ST,,,,,G00022422,,8,8
22929,,22 ST,,,,,G00022423,,8,8
22930,,21 ST,,,,,G00022424,,8,8
22931,,20 ST,,,,,G00022425,,8,8
22932,,19 ST,,,,,G00022426,,8,8
22933,,18 ST,,,,,G00022427,,8,8
22934,,17 ST,,,,,G00022428,,8,8
22935,,34 ST,,,,,G00022429,,8,8
22936,,33 ST,,,,,G00022430,,8,8
22937,,32 ST,,,,,G00022431,,8,8
22938,,31 ST,,,,,G00022432,,8,8
22939,,30 ST,,,,,G00022433,,8,8
22940,,29 ST,,,,,G00022434,,8,8
22941,,28 ST,,,,,G00022435,,8,8
22942,,35 ST,,,,,G00022436,,8,8
22949,,EIGHTH AVE,,,,,G00022437,,8,8
22950,,BATH PLANK RD,,,,,G00022438,,8,8
22951,,EIGHTH AVE,,,,,G00022439,,8,8
22952,,BATH PLANK RD,,,,,G00022440,,8,8
22953,,38 ST,,,,,G00022441,,8,8
22954,,BATH PLANK RD,,,,,G00022442,,8,8
22955,,37 ST,,,,,G00022443,,8,8
22956,,38 ST,,,,,G00022444,,8,8
22957,,37 ST,,,,,G00022445,,8,8
22958,SEVENTH AVE,,,,,,G00022446,,8,8
22959,,BATH PLANK RD,,,,,G00022447,,8,8
22960,,FIFTH AVE,,,,,G00022448,,8,8
22962,,FIFTH AVE,,,,,G00022449,,8,8
22963,,50 ST,,,,,G00022450,,8,8
22964,,52 ST,,,,,G00022451,,8,8
22965,,BUSHWICK AVE,,,,,G00022452,,,
22966,,SMITH ST ,,,,,G00022453,,,
22967,,,,,,,G00022454,,,
22968,,SIXTH ST ,,,,,G00022455,,,
22969,KENT AVE,,,,,,G00022456,,,
22970,KENT AVE,,,,,,G00022457,,,
22971,,,,,,,G00022458,,,
22973,LEE AVE,,,,,,G00022459,,7,7
22974,,,,,,,G00022460,,7,7
22975,ROEBLING ST,,,,,,G00022461,,7,7
22978,,DIVISION ST ,,,,,G00022462,,,7
22979,,MORTON ST,,,,,G00022463,,7,7
22980,,DIVISION ST ,,,,,G00022464,,,7
22981,,KENT AVE,,,,,G00022465,,7,7
22984,,LITTLE ST,,,,,G00022466,,,5
22985,,UNITED STATES ST,,,,,G00022467,,,
22986,,LITTLE ST,,,,,G00022468,,,5
22987,,GOLD ST ,,,,,G00022469,,5,5
22989,,FURMAN ST,,,,,G00022470,,1,1
22990,,MIDDAGH ST ,,,,,G00022471,,1,1
22991,,FURMAN ST,,,,,G00022472,,1,1
22992,,FULTON ST,,,,,G00022473,,4,10
22993,,LIVINGSTON ST ,,,,,G00022474,,10,10
22996,,NEVINS ST,,,,,G00022475,,10,10
22997,,NEVINS ST,,,,,G00022476,,10,10
22998,,GROVE PL,,,,,G00022477,,10,10
23001,,DIVISION ST ,,,,,G00022478,,11,11
23002,,AUBURN PL,,,,,G00022479,,11,11
23003,,DIVISION ST ,,,,,G00022480,,11,11
23010,,FLUSHING AVE,,,,,G00022481,,7,7
23011,,FLUSHING AVE,,,,,G00022482,,7,7
23012,,FLUSHING AVE,,,,,G00022483,,7,7
23016,,STEWARD AVE,,,,,G00022484,,,
23018,,STEWARD AVE,,,,,G00022485,,,
23020,,PARK AVE,,,,,G00022486,,11,11
23021,,PARK AVE,,,,,G00022487,,11,11
23022,,DIVISION ST ,,,,,G00022488,,11,11
23023,,HEMPDEM ST ,,,,,G00022489,,11,11
23025,,HEMPDEM ST ,,,,,G00022490,,11,11
23026,,DIVISION ST ,,,,,G00022491,,11,11
23027,,N  PORTLAND AVE,,,,,G00022492,,11,11
23028,,N  PORTLAND AVE,,,,,G00022493,,11,11
23030,,DIVISION ST ,,,,,G00022494,,11,11
23031,,TILLARY ST,,,,,G00022495,,11,11
23032,,DIVISION ST ,,,,,G00022496,,11,11
23036,,GRAHAM ST ,,,,,G00022497,,7,7
23037,,KENT AVE,,,,,G00022498,,7,7
23039,,HOPKINS ST,,,,,G00022499,,7,7
23040,,ELLERY ST,,,,,G00022500,,9,9
23041,,PARK AVE ,,,,,G00022501,,9,9
23046,,BEACH RD,,,,,G00022502,,,
23047,,BEACH RD,,,,,G00022503,,,
23048,,,,,,,G00022504,,,
23049,,FORT HAMILTON AVE,,,,,G00022505,,,
23050,,BEACH RD,,,,,G00022506,,,
23051,,FORT HAMILTON AVE,,,,,G00022507,,,
23052,,BEACH RD,,,,,G00022508,,,
23062,,HOPKINS ST ,,,,,G00022509,,9,9
23063,,,,,,,G00022510,,9,9
23064,,HOPKINS ST ,,,,,G00022511,,9,9
23065,,DIVISION AVE ,,,,,G00022512,,,9
23066,,,,,,,G00022513,,9,9
23067,,DIVISION AVE ,,,,,G00022514,,,9
23068,,DIVISION AVE ,,,,,G00022515,,,9
23076,HART ST,,,,,,G00022516,,9,9
23077,WILLOUGHBY AVE,,,,,,G00022517,,9,9
23078,,DIVISION AVE ,,,,,G00022518,,,9
23079,WILLOUGHBY AVE,,,,,,G00022519,,,9
23080,VERNON AVE,WOTHERSPOON ST ,,,,,G00022520,,9,9
23081,STUYVESANT AVE,,,,,,G00022521,,9,9
23082,VERNON AVE,WOTHERSPOON ST ,,,,,G00022522,,9,9
23083,,DIVISION AVE ,,,,,G00022523,,,9
23084,STUYVESANT AVE,,,,,,G00022524,,9,9
23085,,DIVISION AVE ,,,,,G00022525,,,9
23086,MYRTLE AVE,,,,,,G00022526,,9,9
23087,,DIVISION AVE ,,,,,G00022527,,,9
23088,STOCKTON ST,,,,,,G00022528,,9,9
23089,,DIVISION AVE ,,,,,G00022529,,,9
23090,,,,,,,G00022530,,9,9
23091,,DIVISION AVE ,,,,,G00022531,,,9
23092,,LEWIS ST ,,,,,G00022532,,9,9
23093,,DIVISION AVE ,,,,,G00022533,,,9
23094,PARK AVE,,,,,,G00022534,,9,9
23095,,DIVISION AVE ,,,,,G00022535,,,9
23096,ELLERY ST,,,,,,G00022536,,9,9
23097,,DIVISION AVE ,,,,,G00022537,,,9
23117,GATES AVE,,,,,,G00022540,,9,9
23118,,DIVISION ST ,,,,,G00022541,,,9
23119,QUINCY ST,,,,,,G00022542,,9,9
23120,,DIVISION ST ,,,,,G00022543,,,9
23121,LEXINGTON AVE,HICKORY ST ,,,,,G00022544,,9,9
23122,RALPH AVE,,,,,,G00022545,,9,9
23123,,DIVISION ST ,,,,,G00022546,,,9
23124,,GREENE ST ,,,,,G00022547,,9,9
23125,,DIVISION ST ,,,,,G00022548,,,9
23126,VAN BUREN ST,,,,,,G00022549,,9,9
23127,,DIVISION ST ,,,,,G00022550,,,9
23128,LAFAYETTE AVE,,,,,,G00022551,,9,9
23129,,DIVISION ST ,,,,,G00022552,,,9
23130,PATCHEN AVE,,,,,,G00022553,,9,9
23131,,DIVISION ST ,,,,,G00022554,,,9
23132,KOSCIUSZKO ST,,,,,,G00022555,,9,9
23133,,DIVISION ST ,,,,,G00022556,,,9
23134,DE KALB AVE,,,,,,G00022557,,9,9
23135,,DIVISION ST ,,,,,G00022558,,,9
23136,,PULASKY ST ,,,,,G00022559,,9,9
23137,,DIVISION ST ,,,,,G00022560,,,9
23138,MALCOLM X BLVD,REED AVE ,,,,,G00022561,,9,9
23139,,DIVISION ST ,,,,,G00022562,,,9
23140,,DIVISION ST ,,,,,G00022563,,,9
23145,,SARATOGA AVE,,,,,G00022564,,9,9
23148,,MACON ST,,,,,G00022565,,9,9
23149,,MACDONOUGH ST,,,,,G00022566,,9,9
23150,,DECATUR ST,,,,,G00022567,,9,9
23151,,MORRELL ST,,,,,G00022568,,,
23152,,DECATUR ST,,,,,G00022569,,9,9
23153,,BAINBRIDGE ST,,,,,G00022570,,9,9
23156,,FULTON ST,,,,,G00022571,,9,9
23157,,FULTON ST,,,,,G00022572,,9,9
23158,,DECATUR ST,,,,,G00022573,,9,9
23161,,HALSEY ST,,,,,G00022574,,9,9
23163,,FULTON ST,,,,,G00022575,,9,9
23164,BEDFORD AVE,,,,,,G00022576,,9,7
23167,NOSTRAND AVE,,,,,,G00022577,,9,9
23168,,FULTON ST,,,,,G00022578,,7,7
23170,,MACON ST,,,,,G00022579,,9,9
23171,NOSTRAND AVE,,,,,,G00022580,,9,9
23172,,MCDONOUGH ST,,,,,G00022581,,9,9
23176,,MARSHALL ST ,,,,,G00022582,,,
23177,,BUSHWICK AVE,,,,,G00022583,,,
23178,,BUSHWICK AVE,,,,,G00022584,,,
23180,,,,,,,G00022586,,,
23182,COOK ST,,,,,,G00022587,,,
23183,,BUSHWICK AVE,,,,,G00022588,,,
23184,,,,,,,G00022589,,,
23185,,BUSHWICK AVE,,,,,G00022590,,,
23186,,BUSHWICK AVE,,,,,G00022591,,,
23187,,NEWTOWN RD,,,,,G00022592,,,
23188,,NEWTOWN RD,,,,,G00022593,,,
23191,,RICHARDSON ST ,,,,,G00022594,,,
23192,,EWEN ST ,,,,,G00022595,,,
23193,,RICHARDSON ST ,,,,,G00022596,,,
23194,,EWEN ST ,,,,,G00022597,,,
23195,,GRAHAM ST ,,,,,G00022598,,,
23196,,NEWTON ST,,,,,G00022599,,,
23201,,FIFTH ST,,,,,G00022600,,10,10
23203,,3 AVE,,,,,G00022601,,8,8
23204,,FIFTH ST,,,,,G00022602,,,8
23205,,3 AVE,,,,,G00022603,,8,8
23206,,FOURTH ST,,,,,G00022604,,8,8
23207,,FIFTH ST,,,,,G00022605,,,8
23208,,3 AVE,,,,,G00022606,,8,8
23209,,2 AVE ,,,,,G00022607,,,
23210,,FOURTH ST,,,,,G00022608,,8,8
23211,,FIRST AVE,,,,,G00022609,,10,10
23212,,FOURTH ST,,,,,G00022610,,10,10
23214,,FOURTH ST,,,,,G00022611,,10,10
23216,,PRESIDENT ST,,,,,G00022612,,10,10
23224,BOND ST,,,,,,G00022613,,10,10
23225,,HOYT ST,,,,,G00022614,,10,10
23226,,CARROLL ST,,,,,G00022615,,10,10
23227,,HOYT ST,,,,,G00022616,,10,10
23228,,SMITH ST,,,,,G00022617,,10,10
23229,,CARROLL ST,,,,,G00022618,,10,10
23230,,SMITH ST,,,,,G00022619,,10,10
23231,,CARROLL ST,,,,,G00022620,,10,10
23235,,FIRST AVE,,,,,G00022621,,10,10
23237,,FIRST AVE,,,,,G00022622,,10,10
23239,,FIRST AVE,,,,,G00022623,,10,10
23240,,FIRST ST,,,,,G00022624,,10,10
23241,,THIRD ST ,,,,,G00022625,,10,10
23242,,FIRST AVE,,,,,G00022626,,10,10
23243,,CARROLL ST,,,,,G00022627,,10,10
23244,,SECOND ST ,,,,,G00022628,,10,10
23245,,FIRST ST,,,,,G00022629,,10,10
23246,,2 AVE ,,,,,G00022630,,,10
23247,,2 AVE ,,,,,G00022631,,,10
23248,,2 AVE ,,,,,G00022632,,,10
23249,,THIRD ST ,,,,,G00022633,,10,10
23250,,SECOND ST ,,,,,G00022634,,10,10
23251,,FIRST AVE ,,,,,G00022635,,10,8
23252,,HAMILTON AVE,,,,,G00022636,,,
23253,,PROSPECT PL,,,,,G00022637,,,
23254,,STEWARD AVE,,,,,G00022638,,,
23255,,STATE RD,,,,,G00022639,,,
23257,,KINGS HIGHWAY,,,,,G00022640,STATE RD,,
23258,,,,,,,G00022641,,,
23265,,,,,,,G00022642,,,
23266,,,,,,,G00022643,VOORHIES,,
23267,,BATH AVE,,,,,G00022644,,,
23268,,BENNETS LN,,,,,G00022645,,,
23269,,FRANKLIN AVE,,,,,G00022646,,,
23284,,BENNETS LN,,,,,G00022647,,,
23285,,BENNETS LN,,,,,G00022648,,,
23286,,BAY ST ,,,,,G00022649,,,
23288,,BAY ST ,,,,,G00022650,,,
23289,,BENNETS LN,,,,,G00022651,,,
23290,,BAY ST,,,,,G00022652,,,
23302,,35 ST,,,,,G00022653,,8,8
23303,,36 ST,,,,,G00022654,,8,8
23304,,37 ST,,,,,G00022655,,8,8
23305,,SECOND AVE,,,,,G00022656,,8,8
23306,,38 ST,,,,,G00022657,,,8
23307,,39 ST,,,,,G00022658,,8,8
23308,,26 ST,,,,,G00022659,,8,8
23309,,27 ST,,,,,G00022660,,8,8
23311,,24 ST,,,,,G00022661,,8,8
23312,,23 ST,,,,,G00022662,,8,8
23313,,22 ST,,,,,G00022663,,8,8
23315,,25 ST,,,,,G00022664,,8,8
23316,,SIXTH AVE,,,,,G00022665,,8,8
23317,,25 ST,,,,,G00022666,,8,8
23324,,SEVENTH AVE,,,,,G00022667,,,
23326,,39 ST,,,,,G00022668,,8,8
23327,,40 ST,,,,,G00022669,,8,8
23328,,41 ST,,,,,G00022670,,8,8
23329,,42 ST,,,,,G00022671,,8,8
23330,,43 ST,,,,,G00022672,,8,8
23331,,44 ST,,,,,G00022673,,8,8
23332,,45 ST,,,,,G00022674,,8,8
23333,,46 ST,,,,,G00022675,,8,8
23335,,49 ST,,,,,G00022676,,8,8
23336,,50 ST,,,,,G00022677,,8,8
23337,,51 ST,,,,,G00022678,,8,8
23338,,52 ST,,,,,G00022679,,8,8
23339,,53 ST,,,,,G00022680,,8,8
23340,,57 ST,,,,,G00022681,,8,8
23341,,54 ST,,,,,G00022682,,8,8
23342,,55 ST,,,,,G00022683,,8,8
23343,,56 ST,,,,,G00022684,,8,8
23344,,,,,,,G00022685,,8,
23345,,SIXTH AVE,,,,,G00022686,,8,8
23346,,,,,,,G00022687,,8,
23347,,FIFTH AVE,,,,,G00022688,,8,8
23349,,,,,,,G00022689,,8,
23351,,,,,,,G00022691,,8,
23352,,FIRST AVE,,,,,G00022692,,8,8
23353,,,,,,,G00022693,,8,
23354,,SECOND AVE,,,,,G00022694,,8,8
23355,,,,,,,G00022695,,8,
23356,,,,,,,G00022696,,8,
23357,,FIRST AVE,,,,,G00022697,,8,8
23359,,MARTENSENS LN,,,,,G00022698,,8,
23360,,MARTENSENS LN,,,,,G00022699,,8,
23361,,38 ST,,,,,G00022700,,8,8
23364,,NINTH AVE,,,,,G00022701,,8,8
23365,,15 ST,,,,,G00022702,,8,8
23366,,NINTH AVE,,,,,G00022703,,8,8
23367,,15 ST,,,,,G00022704,,8,8
23368,,MIDDLE ST,,,,,G00022705,,8,8
23369,,BRAXTON ST,,,,,G00022706,,8,8
23381,,BERGEN LN,,,,,G00022707,,,
23382,,BERGEN LN,,,,,G00022708,,,
23383,,FOSTER AVE,,,,,G00022709,,,
23384,,WASHINGTON AVE,,,,,G00022710,,,
23385,,3 ST,,,,,G00022711,,,
23386,,LAWRENCE AVE,,,,,G00022712,,,
23387,,3 ST,,,,,G00022713,,,
23388,,FOSTER AVE,,,,,G00022714,,,
23389,,WEBSTER AVE,,,,,G00022715,,,
23390,,3 ST,,,,,G00022716,,,
23391,,WASHINGTON AVE,,,,,G00022717,,,
23392,,2 ST,,,,,G00022718,,,
23393,,FRANKLIN AVE,,,,,G00022719,,,
23394,,3 ST,,,,,G00022720,,,
23395,,LAWRENCE AVE,,,,,G00022721,,,
23396,,2 ST,,,,,G00022722,,,
23397,,FOSTER AVE,,,,,G00022723,,,
23398,,WEBSTER AVE,,,,,G00022724,,,
23399,,2 ST,,,,,G00022725,,,
23400,,FOSTER AVE,,,,,G00022726,,,
23402,,WASHINGTON AVE,,,,,G00022727,,,
23403,,1 ST,,,,,G00022728,,,
23404,,FRANKLIN AVE,,,,,G00022729,,,
23405,,2 ST,,,,,G00022730,,,
23406,,LAWRENCE AVE,,,,,G00022731,,,
23407,,1 ST,,,,,G00022732,,,
23408,,WASHINGTON AVE,,,,,G00022733,,,
23409,,CONEY ISLAND PLANK RD,,,,,G00022734,,,
23410,,WEBSTER AVE,,,,,G00022735,,,
23411,,1 ST,,,,,G00022736,,,
23413,,CONEY ISLAND PLANK RD,,,,,G00022737,,,
23414,,1 ST,,,,,G00022738,,,
23415,,WEBSTER AVE,,,,,G00022739,,,
23416,,FRANKLIN AVE,,,,,G00022740,,,
23417,,CONEY ISLAND PLANK RD,,,,,G00022741,,,
23427,,MARTENSENS LN,,,,,G00022742,,,
23428,,CHURCH LN,,,,,G00022743,,,
23429,,CHURCH LN,,,,,G00022744,,,
23433,,MIDDLE ST,,,,,G00022745,,8,8
23436,,20 ST,,,,,G00022746,,8,8
23437,,TENTH AVE,,,,,G00022747,,8,8
23438,,21 ST,,,,,G00022748,,8,8
23440,,15 ST,,,,,G00022749,,8,8
23441,,15 ST,,,,,G00022750,,8,8
23443,,WYKOFF ST,,,,,G00022751,,8,8
23453,,CARROLL ST,,,,,G00022752,,8,8
23454,,MACOMB ST,,,,,G00022753,,8,8
23477,,ELEVENTH AVE,,,,,G00022754,,8,8
23478,,13 ST,,,,,G00022755,,8,8
23479,,ELEVENTH AVE,,,,,G00022756,,8,8
23480,,,,,,,G00022757,,8,8
23481,,TENTH AVE,,,,,G00022758,,8,8
23482,,13 ST,,,,,G00022759,,8,8
23483,,ELEVENTH AVE,,,,,G00022760,,8,8
23484,,12 ST,,,,,G00022761,,8,8
23485,,TENTH AVE,,,,,G00022762,,8,8
23486,,,,,,,G00022763,,8,8
23487,,ELEVENTH AVE,,,,,G00022764,,8,8
23488,,11 ST,,,,,G00022765,,8,8
23489,,13 ST,,,,,G00022766,,8,8
23490,,TENTH AVE,,,,,G00022767,,8,8
23491,,12 ST,,,,,G00022768,,8,8
23492,,ELEVENTH AVE,,,,,G00022769,,8,8
23493,,10 ST,,,,,G00022770,,8,8
23494,,,,,,,G00022771,,8,8
23495,,TENTH AVE,,,,,G00022772,,8,8
23496,,11 ST,,,,,G00022773,,8,8
23497,,ELEVENTH AVE,,,,,G00022774,,8,8
23498,,9 ST,,,,,G00022775,,8,8
23499,,12 ST,,,,,G00022776,,8,8
23500,,TENTH AVE,,,,,G00022777,,8,8
23501,,10 ST,,,,,G00022778,,8,8
23502,,ELEVENTH AVE,,,,,G00022779,,8,8
23503,,8 ST,,,,,G00022780,,8,8
23504,,11 ST,,,,,G00022781,,8,8
23505,,TENTH AVE,,,,,G00022782,,8,8
23506,,9 ST,,,,,G00022783,,8,8
23507,,ELEVENTH AVE,,,,,G00022784,,8,8
23508,,7 ST,,,,,G00022785,,8,8
23509,,10 ST,,,,,G00022786,,8,8
23510,,TENTH AVE,,,,,G00022787,,8,8
23511,,8 ST,,,,,G00022788,,8,8
23512,,ELEVENTH AVE,,,,,G00022789,,8,8
23513,,6 ST,,,,,G00022790,,8,8
23514,,9 ST,,,,,G00022791,,8,8
23515,,TENTH AVE,,,,,G00022792,,8,8
23516,,7 ST,,,,,G00022793,,8,8
23517,,ELEVENTH AVE,,,,,G00022794,,8,8
23518,,5 ST,,,,,G00022795,,8,8
23519,,8 ST,,,,,G00022796,,8,8
23520,,TENTH AVE,,,,,G00022797,,8,8
23521,,6 ST,,,,,G00022798,,8,8
23522,,ELEVENTH AVE,,,,,G00022799,,8,8
23523,,4 ST,,,,,G00022800,,8,8
23524,,7 ST,,,,,G00022801,,8,8
23525,,TENTH AVE,,,,,G00022802,,8,8
23526,,5 ST,,,,,G00022803,,8,8
23527,,ELEVENTH AVE,,,,,G00022804,,8,8
23528,,3 ST,,,,,G00022805,,8,8
23529,,6 ST,,,,,G00022806,,8,8
23530,,TENTH AVE,,,,,G00022807,,8,8
23531,,4 ST,,,,,G00022808,,8,8
23532,,ELEVENTH AVE,,,,,G00022809,,8,8
23533,,2 ST,,,,,G00022810,,,
23534,,5 ST,,,,,G00022811,,8,8
23535,,TENTH AVE,,,,,G00022812,,8,8
23536,,3 ST,,,,,G00022813,,8,8
23537,,ELEVENTH AVE,,,,,G00022814,,8,8
23538,,1 ST,,,,,G00022815,,,
23539,,4 ST,,,,,G00022816,,8,8
23540,,TENTH AVE,,,,,G00022817,,8,8
23541,,2 ST,,,,,G00022818,,8,8
23542,,ELEVENTH AVE,,,,,G00022819,,8,8
23543,,MACOMB ST,,,,,G00022820,,,
23544,,3 ST,,,,,G00022821,,8,8
23545,,TENTH AVE,,,,,G00022822,,8,8
23546,,1 ST,,,,,G00022823,,8,8
23547,,ELEVENTH AVE,,,,,G00022824,,8,8
23549,,2 ST,,,,,G00022825,,8,8
23550,,TENTH AVE,,,,,G00022826,,8,8
23551,,MACOMB ST,,,,,G00022827,,8,8
23553,,1 ST,,,,,G00022828,,8,8
23554,,TENTH AVE,,,,,G00022829,,8,8
23555,,MONTGOMERY ST,,,,,G00022830,,8,8
23556,,MACOMB ST,,,,,G00022831,,8,8
23557,,TENTH AVE,,,,,G00022832,,8,8
23559,,MONTGOMERY ST,,,,,G00022833,,8,8
23560,,TENTH AVE,,,,,G00022834,,8,8
23562,,TENTH AVE,,,,,G00022835,,8,8
23563,,CARROLL ST,,,,,G00022836,,8,8
23564,,PRESIDENT ST,,,,,G00022837,,8,8
23573,,FLATBUSH AVE,,,,,G00022838,,8,8
23574,,NINTH AVE,,,,,G00022839,,8,8
23575,,UNION ST,,,,,G00022840,,8,8
23576,,FLATBUSH AVE,,,,,G00022841,,8,8
23577,,NINTH AVE,,,,,G00022842,,8,8
23578,,SACKETT ST,,,,,G00022843,,8,8
23579,,NINTH AVE,,,,,G00022844,,8,8
23580,,FLATBUSH AVE,,,,,G00022845,,8,8
23581,,UNION ST,,,,,G00022846,,8,8
23582,,FLATBUSH AVE,,,,,G00022847,,8,8
23583,,SACKETT ST,,,,,G00022848,,8,8
23584,,DEGRAW ST,,,,,G00022849,,8,8
23585,,FLATBUSH AVE,,,,,G00022850,,8,8
23586,,,,,,,G00022851,,8,8
23587,,DOUGLASS ST,,,,,G00022852,,8,8
23588,,,,,,,G00022853,,8,8
23589,,FLATBUSH AVE,,,,,G00022854,,8,8
23590,,SEVENTH AVE,,,,,G00022855,,8,8
23591,,DOUGLASS ST,,,,,G00022856,,8,8
23592,,SEVENTH AVE,,,,,G00022857,,8,8
23593,,BUTLER ST,,,,,G00022858,,8,8
23594,,SIXTH AVE,,,,,G00022859,,8,8
23595,,DOUGLASS ST,,,,,G00022860,,8,8
23596,,FLATBUSH AVE,,,,,G00022861,,8,8
23597,,SEVENTH AVE,,,,,G00022862,,8,8
23598,,BALTIC ST,,,,,G00022863,,8,8
23599,,SEVENTH AVE,,,,,G00022864,,8,8
23600,,FLATBUSH AVE,,,,,G00022865,,8,8
23601,,SIXTH AVE,,,,,G00022866,,8,8
23602,,BUTLER ST,,,,,G00022867,,8,8
23603,,FIFTH AVE,,,,,G00022868,,10,10
23604,,DOUGLASS ST,,,,,G00022869,,8,8
23605,,SIXTH AVE,,,,,G00022870,,8,8
23606,,BALTIC ST,,,,,G00022871,,8,8
23607,,FIFTH AVE,,,,,G00022872,,10,10
23608,,BUTLER ST,,,,,G00022873,,8,8
23609,,SIXTH AVE,,,,,G00022874,,8,8
23610,,WARREN ST,,,,,G00022875,,8,8
23611,,FIFTH AVE,,,,,G00022876,,10,10
23612,,BALTIC ST,,,,,G00022877,,8,8
23613,,SIXTH AVE,,,,,G00022878,,8,8
23614,,FIFTH AVE,,,,,G00022879,,10,10
23615,,WARREN ST,,,,,G00022880,,8,8
23616,,FIFTH AVE,,,,,G00022881,,10,10
23618,,ELEVENTH AVE,,,,,G00022882,,8,8
23620,,,,,,,G00022883,,8,8
