OBJECTID,BK_STREET1850_FULL_STREE,BK_STREET1850_Y1850NAMESTREET,BK_STREET1850_Y1850LEFT_LOW,BK_STREET1850_Y1850LEFT_HIGH,BK_STREET1850_Y1850RIGHT_LOW,BK_STREET1850_Y1850RIGHT_HIGH,BK_STREET1850_JOINID,BK_STREET1850_Y1850NAMEALT,Ward Left 1850,Ward Right 1850
14597,GATES AVE,,,,,,G00014460,,9,9
14602,W  9 ST,,,,,,G00014465,,6,6
14605,OLD   FULTON ST,,,,,,G00014468,,1,1
14607,N  11 ST,,,,,,G00014470,,,
14608,SEVENTH AVE,,,,,,G00014471,,8,8
14609,WILLOW ST,,,,,,G00014472,,1,1
14613,3 AVE,,,,,,G00014476,,10,10
14622,DIKEMAN ST,,,,,,G00014485,,6,6
14627,KEAP ST,,,,,,G00014490,,,
14634,KANE ST,,,,,,G00014497,,6,6
14636,N  SIXTH ST,,,,,,G00014499,,,
14639,BERRY ST,,,,,,G00014502,,,
14642,FLUSHING AVE,,,,,,G00014505,,7,7
14646,UNION AVE,,,,,,G00014509,,,
14648,HENRY ST,,,,,,G00014511,,3,3
14651,HARRISON AVE,,,,,,G00014514,,7,7
14653,STATE ST,,,,,,G00014516,,10,10
14662,SMITH ST,,,,,,G00014525,,10,10
14663,STUYVESANT AVE,,,,,,G00014526,,9,9
14665,HAVEMEYER ST,,,,,,G00014528,,,
14666,HICKS ST,,,,,,G00014529,,6,6
14676,58 ST,,,,,,G00014539,,8,8
14677,FLUSHING AVE,,,,,,G00014540,,,11
14680,JEFFERSON AVE,,,,,,G00014543,,9,9
14682,SMITH ST,,,,,,G00014545,,10,10
14684,S  OXFORD ST,,,,,,G00014547,,11,11
14687,BUFFALO AVE,,,,,,G00014550,,9,9
14689,DOUGLAS ST,,,,,,G00014552,,10,10
14697,GRAND ST,,,,,,G00014560,,,
14709,MYRTLE AVE,,,,,,G00014572,,7,7
14712,FRANKLIN AVE,,,,,,G00014575,,7,7
14714,11 AVE,,,,,,G00014577,,8,8
14717,DOUGLAS ST,,,,,,G00014580,,10,10
14721,SAINT MARK'S AVE,,,,,,G00014584,,9,9
14727,LAFAYETTE AVE,,,,,,G00014590,,11,11
14734,,,,,,,G00014597,,7,7
14736,CLINTON ST,,,,,,G00014599,,6,6
14742,FIFTH AVE,,,,,,G00014605,,8,8
14744,UNION AVE,,,,,,G00014607,,,
14745,FLATBUSH AVE,,,,,,G00014608,,8,8
14746,MALCOLM X BLVD,REED AVE,,,,,G00014609,,9,9
14749,METROPOLITAN AVE,,,,,,G00014612,,,
14752,FOURTH AVE,,,,,,G00014615,,10,10
14754,HOWARD AVE,,,,,,G00014617,,9,9
14761,LIVINGSTON ST,,,,,,G00014624,,10,10
14764,UNION AVE,,,,,,G00014627,,,
14767,PROSPECT AVE,,,,,,G00014630,,8,8
14769,HICKS ST,,,,,,G00014632,,6,6
14776,OTSEGO ST,,,,,,G00014639,,6,6
14778,LEE AVE,,,,,,G00014641,,7,7
14783,LEWIS AVE,,,,,,G00014646,,9,9
14791,NEVINS ST,,,,,,G00014654,,10,10
14795,DECATUR ST,,,,,,G00014658,,9,9
14797,GARVEY BLVD,,,,,,G00014660,,9,9
14800,GARVEY BLVD,,,,,,G00014663,,9,9
14802,TROY AVE,,,,,,G00014665,,9,9
14807,CLARK ST,,,,,,G00014670,,1,1
14812,N  8 ST,,,,,,G00014675,,,
14815,WASHINGTON ST,,,,,,G00014678,,2,2
14820,HUMBOLDT ST,,,,,,G00014683,,,
14822,MYRTLE AVE,,,,,,G00014685,,7,7
14838,CUMBERLAND ST,,,,,,G00014701,,11,11
14839,BERGEN ST,,,,,,G00014702,,10,10
14842,HUMBOLDT ST,,,,,,G00014705,,,
14845,N  THIRD ST,,,,,,G00014708,,,
14848,HAVEMEYER ST,,,,,,G00014711,,,
14862,MYRTLE AVE,,,,,,G00014725,,7,7
14865,BERGEN ST,,,,,,G00014728,,8,8
14868,FOURTH AVE,,,,,,G00014731,,8,8
14869,NEVINS ST,,,,,,G00014732,,10,10
14873,SEVENTH AVE,,,,,,G00014736,,8,8
14877,DE KALB AVE,,,,,,G00014740,,11,11
14885,PATCHEN AVE,,,,,,G00014748,,9,9
14889,THROOP AVE,,,,,,G00014752,,9,9
14892,VANDERBILT AVE,,,,,,G00014755,,8,8
14895,VAN BUREN ST,,,,,,G00014758,,9,9
14896,N  FIFTH ST,,,,,,G00014759,,,
14899,MANHATTAN AVE,,,,,,G00014762,,,
14904,CLERMONT AVE,,,,,,G00014767,,11,11
14907,GARVEY BLVD,,,,,,G00014770,,9,9
14908,,,,,,,G00014771,,9,9
14909,WARREN ST,,,,,,G00014772,,10,10
14926,THROOP AVE,,,,,,G00014788,,9,9
14927,VERNON AVE,WOTHERSPOON ST ,,,,,G00014789,,9,9
14928,COMMERCIAL WHARF,,,,,,G00014790,,6,6
14929,55 ST,,,,,,G00014791,,8,8
14938,LAFAYETTE AVE,,,,,,G00014800,,9,9
14944,TOMPKINS AVE,,,,,,G00014806,,9,9
14946,HICKS ST,,,,,,G00014808,,3,1
14950,53 ST,,,,,,G00014812,,8,8
14954,WYTHE AVE,,,,,,G00014816,,,
14955,CLIFTON PL,,,,,,G00014817,,7,7
14965,MONROE ST,,,,,,G00014827,,9,9
14967,BUSHWICK PL,,,,,,G00014829,,,
14968,WILLOUGHBY ST,,,,,,G00014830,,11,11
14970,FIRST AVE,,,,,,G00014832,,8,8
14972,TAYLOR ST,,,,,,G00014834,,7,7
14980,NEW UTRECHT AVE,,,,,,G00014842,,,
14983,MONTROSE AVE,,,,,,G00014844,,,
14988,HOOPER ST,,,,,,G00014849,,,
14990,CLINTON ST,,,,,,G00014851,,6,6
14998,ALBANY AVE,,,,,,G00014859,,9,9
14999,WYTHE AVE,,,,,,G00014860,,,
15008,PACIFIC ST,,,,,,G00014868,,10,10
15016,NEVINS ST,,,,,,G00014876,,10,10
15018,GRAND AVE,,,,,,G00014878,,7,7
15021,DEAN ST,,,,,,G00014881,,9,9
15024,WILLOUGHBY AVE,,,,,,G00014884,,7,7
15026,COURT ST,,,,,,G00014886,,10,6
15039,LEONARD ST,,,,,,G00014899,,,
15044,3 AVE,,,,,,G00014904,,8,8
15051,SMITH ST,,,,,,G00014911,,10,10
15053,47 ST,,,,,,G00014913,,8,8
15056,PARK AVE,,,,,,G00014916,,7,7
15058,HOWARD AVE,,,,,,G00014918,,9,9
15059,LEWIS AVE,,,,,,G00014919,,9,9
15079,JEFFERSON AVE,,,,,,G00014938,,9,9
15081,LEXINGTON AVE,HICKORY ST ,,,,,G00014940,,9,9
15082,COURT ST,,,,,,G00014941,,10,6
15095,PROSPECT PL,,,,,,G00014954,,9,9
15097,GREENE AVE,,,,,,G00014956,,7,7
15116,NASSAU ST,,,,,,G00014975,,5,5
15128,PENNSYLVAN AVE,,,,,,G00014987,,,
15132,PENN ST,,,,,,G00014991,,7,7
15134,PRESIDENT ST,,,,,,G00014993,,8,8
15136,MONROE PL,,,,,,G00014995,,3,3
15138,LEXINGTON AVE,HICKORY ST ,,,,,G00014997,,9,9
15153,FIRST ST,,,,,,G00015012,,8,8
15156,19 ST,,,,,,G00015015,,8,8
15159,FOURTH AVE,,,,,,G00015018,,10,10
15161,FIFTH AVE,,,,,,G00015020,,8,8
15163,N  12 ST,,,,,,G00015022,,,
15166,CENTRE ST,,,,,,G00015025,,10,10
15167,HENRY ST,,,,,,G00015026,,6,6
15170,STERLING PL,,,,,,G00015029,,9,9
15172,RUTLEDGE AVE,,,,,,G00015031,,7,7
15173,WASHINGTON ST,,,,,,G00015032,,2,2
15176,LEXINGTON AVE,HICKORY ST ,,,,,G00015035,,7,7
15179,MALCOLM X BLVD,REED AVE ,,,,,G00015038,,9,9
15191,S  5 ST,,,,,,G00015050,,,
15193,31 ST,,,,,,G00015052,,8,8
15196,SAINT EDWARD'S ST,,,,,,G00015055,,11,11
15203,RODNEY ST,,,,,,G00015062,,,
15209,6 AVE,,,,,,G00015068,,8,8
15210,TILLARY ST,,,,,,G00015069,,4,4
15221,DEAN ST,,,,,,G00015080,,10,10
15223,CLERMONT AVE,,,,,,G00015082,,11,11
15226,S  3 ST,,,,,,G00015085,,,
15227,DWIGHT ST,,,,,,G00015086,,6,6
15228,WILLOUGHBY AVE,,,,,,G00015087,,7,7
15229,HICKS ST,,,,,,G00015088,,3,1
15235,LORIMER ST,,,,,,G00015094,,,
15236,JACKSON ST,,,,,,G00015095,,,
15251,AINSLIE ST,,,,,,G00015110,,,
15253,HEWES ST,,,,,,G00015112,,,
15254,THROOP AVE,,,,,,G00015113,,9,9
15255,LAFAYETTE AVE,,,,,,G00015114,,7,7
15262,N  10 ST,,,,,,G00015121,,,
15275,BUSHWICK AVE,MORRELL ST ,,,,,G00015134,,,
15276,UNION AVE,,,,,,G00015135,,,
15277,HARRISON ALY,,,,,,G00015136,,5,5
15279,CARROLL ST,,,,,,G00015138,,9,9
15281,KINGSTON AVE,,,,,,G00015140,,9,9
15282,THOMAS BOYLAND ST,,,,,,G00015141,,9,9
15283,MONROE ST,,,,,,G00015142,,9,9
15284,BEDFORD AVE,,,,,,G00015143,,,
15291,MACDONOUGH ST,,,,,,G00015150,,9,9
15306,LORRAINE ST,,,,,,G00015164,,6,6
15307,KINGSTON AVE,,,,,,G00015165,,9,9
15315,STAGG WALK,,,,,,G00015173,,,
15318,WASHINGTON AVE,,,,,,G00015176,,9,9
15323,ROCHESTER AVE,,,,,,G00015181,,9,9
15326,LEWIS AVE,,,,,,G00015184,,9,9
15329,FIFTH AVE,,,,,,G00015187,,8,8
15331,BUFFALO AVE,,,,,,G00015189,,9,9
15336,THIRD PL,,,,,,G00015194,,6,6
15337,SAINT JOHNS PL,,,,,,G00015195,,9,9
15351,COLUMBIA ST,,,,,,G00015209,,6,6
15352,LAFAYETTE AVE,,,,,,G00015210,,7,7
15357,BERRY ST,,,,,,G00015215,,,
15359,TOMPKINS AVE,,,,,,G00015217,,9,9
15360,COURT ST,,,,,,G00015218,,10,6
15365,54 ST,,,,,,G00015223,,8,8
15381,BERRY ST,,,,,,G00015239,,,
15382,ADELPHI ST,,,,,,G00015240,,11,11
15383,LEE AVE,,,,,,G00015241,,7,7
15387,HUMBOLDT ST,,,,,,G00015245,,,
15388,PROSPECT  W,,,,,,G00015246,,8,8
15389,BUSHWICK AVE,MORRELL ST ,,,,,G00015247,,,
15393,JEFFERSON AVE,,,,,,G00015251,,9,9
15400,LAFAYETTE AVE,,,,,,G00015258,,11,11
15404,SAINT MARK'S AVE,,,,,,G00015262,,9,9
15417,PACIFIC ST,,,,,,G00015275,,9,9
15421,PROSPECT PL,,,,,,G00015279,,8,8
15422,QUINCY ST,,,,,,G00015280,,9,9
15432,N  FIFTH ST,,,,,,G00015290,,,
15436,HULL ST,,,,,,G00015294,,9,9
15444,GATES AVE,,,,,,G00015302,,9,9
15456,BROADWAY,,,,,,G00015313,,,
15459,UNION AVE,,,,,,G00015316,,,
15460,S  PORTLAND AVE,,,,,,G00015317,,11,11
15474,QUINCY ST,,,,,,G00015331,,9,9
15483,PENN ST,,,,,,G00015340,,7,7
15485,FOURTH ST,,,,,,G00015342,,8,8
15489,NOSTRAND AVE,,,,,,G00015346,,7,7
15502,2 AVE,,,,,,G00015359,,8,8
15507,UNION ST,,,,,,G00015364,,6,6
15508,JEFFERSON AVE,,,,,,G00015365,,9,9
15514,FRONT ST,,,,,,G00015371,,2,2
15518,COOK ST,,,,,,G00015375,,,
15519,PLYMOUTH ST,,,,,,G00015376,,5,5
15520,SOMERS ST,,,,,,G00015377,,9,9
15529,GARVEY BLVD,,,,,,G00015386,,9,9
15534,JORALEMON ST,,,,,,G00015391,,1,1
15536,FLUSHING AVE,,,,,,G00015393,,,11
15541,KANE ST,,,,,,G00015398,,6,6
15549,FOURTH AVE,,,,,,G00015406,,8,8
15550,6 AVE,,,,,,G00015407,,8,8
15552,WALTON ST,,,,,,G00015409,,7,7
15557,VAN BUREN ST,,,,,,G00015414,,9,9
15558,WARREN ST,,,,,,G00015415,,6,6
15563,WAVERLY AVE,,,,,,G00015420,,11,11
15566,SEVENTH AVE,,,,,,G00015423,,8,8
15567,3 AVE,,,,,,G00015424,,8,8
15571,CLINTON ST,,,,,,G00015428,,6,6
15575,TOMPKINS AVE,,,,,,G00015432,,9,9
15576,ROGERS AVE,,,,,,G00015433,,9,9
15578,S  FOURTH ST,,,,,,G00015435,,,
15579,CARLTON AVE,,,,,,G00015436,,9,9
15583,FOURTH AVE,,,,,,G00015440,,8,8
15585,56 ST,,,,,,G00015442,,8,8
15587,MAUJER ST,,,,,,G00015444,,,
15588,SAINT MARK'S AVE,,,,,,G00015445,,9,9
15590,MALCOLM X BLVD,REED AVE,,,,,G00015447,,9,9
15592,WAVERLY AVE,,,,,,G00015449,,11,11
15598,LORIMER ST,,,,,,G00015455,,,
15599,13 ST,,,,,,G00015456,,8,8
15618,27 ST,,,,,,G00015475,,8,8
15620,STRONG PL,,,,,,G00015477,,6,6
15621,GARVEY BLVD,,,,,,G00015478,,9,9
15622,COURT ST,,,,,,G00015479,,3,3
15626,SMITH ST,,,,,,G00015483,,10,10
15629,POWERS ST,,,,,,G00015486,,,
15636,CLINTON ST,,,,,,G00015493,,3,3
15646,MANHATTAN AVE,,,,,,G00015503,,,
15654,FOURTH AVE,,,,,,G00015511,,8,8
15657,6 AVE,,,,,,G00015514,,8,8
15663,MORTON ST,,,,,,G00015520,,7,7
15674,RALPH AVE,,,,,,G00015531,,9,9
15679,PROSPECT  W,,,,,,G00015536,,8,8
15681,KANE ST,,,,,,G00015538,,6,6
15699,MADISON ST,,,,,,G00015556,,9,9
15707,FLUSHING AVE,,,,,,G00015564,,7,7
15711,FIRST PL,,,,,,G00015568,,10,10
15712,JAY ST,,,,,,G00015569,,2,2
15715,DEVOE ST,,,,,,G00015572,,,
15716,6 AVE,,,,,,G00015573,,8,8
15719,HOOPER ST,,,,,,G00015576,,7,7
15720,COMMERCE ST,,,,,,G00015577,,6,6
15721,FRANKLIN AVE,,,,,,G00015578,,7,7
15726,BEDFORD AVE,,,,,,G00015583,,,
15728,HOYT ST,,,,,,G00015585,,10,10
15730,3 AVE,,,,,,G00015587,,8,8
15731,LEONARD ST,,,,,,G00015588,,,
15740,ALBANY AVE,,,,,,G00015597,,9,9
15742,,,,,,,G00015599,,9,9
15745,BROADWAY,,,,,,G00015602,,,7
15748,WYTHE AVE,,,,,,G00015605,,,
15751,UNDERHILL AVE,,,,,,G00015608,,9,9
15752,N  8 ST,,,,,,G00015609,,,
15758,HUDSON AVE,,,,,,G00015615,,11,11
15760,JAY ST,,,,,,G00015617,,2,2
15763,BERGEN ST,,,,,,G00015620,,8,8
15769,FULTON ST,,,,,,G00015626,,7,7
15770,GRAND AVE,,,,,,G00015627,,9,9
15771,39 ST,,,,,,G00015628,,8,8
15774,COURT ST,,,,,,G00015630,,10,6
15775,TOMPKINS AVE,,,,,,G00015631,,9,9
15777,THORNTON ST,,,,,,G00015633,,7,7
15779,HART ST,,,,,,G00015635,,9,9
15782,RICHARD ST,,,,,,G00015638,,6,6
15784,BALTIC ST,,,,,,G00015640,,10,10
15791,SAINT JOHNS PL,,,,,,G00015647,,9,9
15792,HANSON PL,,,,,,G00015648,,11,11
15793,TROY AVE,,,,,,G00015649,,9,9
15794,BERRY ST,,,,,,G00015650,,,
15797,MARCY AVE,,,,,,G00015653,,7,7
15798,SARATOGA AVE,,,,,,G00015654,,9,9
15806,RODNEY ST,,,,,,G00015662,,,
15829,FULTON ST,,,,,,G00015684,,11,11
15834,SHERMAN ST,,,,,,G00015689,,8,8
15841,BROADWAY,,,,,,G00015696,,,7
15847,KINGSTON AVE,,,,,,G00015702,,9,9
15853,PARK PL,,,,,,G00015708,,9,9
15857,HOWARD AVE,,,,,,G00015712,,9,9
15862,BEDFORD AVE,,,,,,G00015717,,7,7
15863,AINSLIE ST,,,,,,G00015718,,,
15866,RALPH AVE,,,,,,G00015721,,9,9
15873,KANE ST,,,,,,G00015728,,6,6
15874,FLATBUSH AVE,,,,,,G00015729,,11,10
15882,MONROE ST,,,,,,G00015737,,7,7
15885,HEYWARD ST,,,,,,G00015740,,7,7
15888,WYTHE AVE,,,,,,G00015743,,,
15889,PITKIN AVE,,,,,,G00015744,,,
15890,DEAN ST,,,,,,G00015745,,9,9
15893,COFFEY ST,,,,,,G00015748,,6,6
15896,SEVENTH AVE,,,,,,G00015750,,8,8
15898,BROADWAY,,,,,,G00015752,,,7
15904,2 AVE,,,,,,G00015758,,8,8
15908,PRESIDENT ST,,,,,,G00015762,,9,9
15909,3 AVE,,,,,,G00015763,,8,8
15912,WILLOW ST,,,,,,G00015766,,1,1
15914,LEWIS AVE,,,,,,G00015768,,9,9
15915,TAAFFE PL,,,,,,G00015769,,7,7
15918,SCHNECTADY AVE,,,,,,G00015772,,9,9
15919,,,,,,,G00015773,,7,7
15920,MACON ST,,,,,,G00015774,,9,9
15921,LINCOLN PL,,,,,,G00015775,,8,8
15924,LEWIS AVE,,,,,,G00015778,,9,9
15927,JACKSON ST,,,,,,G00015781,,,
15933,MOTHER GASTON BLVD,,,,,,G00015787,,9,9
15946,BEDFORD AVE,PERRY AVE ,,,,,G00015800,,9,9
15947,ROEBLING ST,,,,,,G00015801,,,
15950,N  10 ST,,,,,,G00015804,,,
15952,PARK AVE,,,,,,G00015806,,7,7
15958,EIGHTH AVE,,,,,,G00015812,,8,8
15971,WARSOFF PL,,,,,,G00015825,,7,7
15974,COURT ST,,,,,,G00015828,,3,3
15977,SUMMIT ST,,,,,,G00015831,,6,6
15978,HICKS ST,,,,,,G00015832,,6,6
15982,BUSHWICK AVE,,,,,,G00015836,,,
15990,UTICA AVE,,,,,,G00015844,,9,9
15992,COLUMBIA ST,,,,,,G00015846,,6,6
15993,FROST ST,,,,,,G00015847,,,
15999,DE GRAW ST,,,,,,G00015852,,6,6
16000,LEWIS AVE,,,,,,G00015853,,9,9
16005,BROADWAY,,,,,,G00015858,,,
16013,WASHINGTON AVE,,,,,,G00015866,,7,11
16014,FOURTH AVE,,,,,,G00015867,,8,8
16015,AMITY ST,,,,,,G00015868,,6,6
16030,DE KALB AVE,,,,,,G00015883,,11,11
16032,WILSON ST,,,,,,G00015885,,7,7
16041,GRAHAM AVE,,,,,,G00015894,,,
16048,JOHNSON ST,,,,,,G00015901,,5,11
16050,24 ST,,,,,,G00015903,,8,8
16053,NOSTRAND AVE,,,,,,G00015906,,9,9
16056,6 ST,,,,,,G00015909,,8,8
16068,42 ST,,,,,,G00015920,,8,8
16073,CARROLL ST,,,,,,G00015925,,9,9
16075,99 ST,,,,,,G00015927,,,
16080,HICKS ST,,,,,,G00015932,,3,1
16086,WYCKOFF ST,,,,,,G00015938,,10,10
16087,FOURTH ST,,,,,,G00015939,,8,8
16090,PACIFIC ST,,,,,,G00015942,,9,9
16092,8 ST,,,,,,G00015944,,8,8
16093,MARCY AVE,,,,,,G00015945,,7,7
16097,PARK AVE,,,,,,G00015949,,7,7
16102,CLINTON ST,,,,,,G00015954,,6,6
16105,NOSTRAND AVE,,,,,,G00015957,,7,7
16106,,,,,,,G00015958,,7,7
16107,NOSTRAND AVE,,,,,,G00015959,,7,7
16108,,,,,,,G00015960,,7,7
16109,NOSTRAND AVE,,,,,,G00015961,,7,7
16110,,,,,,,G00015962,,6,6
16111,HAMILTON AVE,,,,,,G00015963,,6,6
16112,,,,,,,G00015964,,6,6
16113,HAMILTON AVE,,,,,,G00015965,,6,6
16114,,,,,,,G00015966,,6,6
16115,HAMILTON AVE,,,,,,G00015967,,6,6
16116,HAMILTON AVE,,,,,,G00015968,,6,6
16117,HAMILTON AVE,,,,,,G00015969,,6,6
16118,,,,,,,G00015970,,6,6
16120,,,,,,,G00015971,,6,6
16121,IMLAY ST,,,,,,G00015972,,6,6
16122,SUMMIT ST,,,,,,G00015973,,6,6
16123,HAMILTON AVE,,,,,,G00015974,,6,6
16124,HAMILTON AVE,,,,,,G00015975,,6,6
16127,VAN BRUNT ST,,,,,,G00015977,,6,6
16130,IMLAY ST,,,,,,G00015979,,6,6
16132,COMMERCIAL WHARF,,,,,,G00015980,,6,6
16133,SUMMIT ST,,,,,,G00015981,,6,6
16134,COMMERCIAL WHARF,,,,,,G00015982,,6,6
16135,,,,,,,G00015983,,6,6
16136,,,,,,,G00015984,,6,6
16137,,,,,,,G00015985,,11,11
16138,NAVY ST,,,,,,G00015986,,11,5
16142,NELSON ST,,,,,,G00015990,,6,6
16143,HENRY ST,,,,,,G00015991,,6,6
16144,NELSON ST,,,,,,G00015992,,6,6
16145,HENRY ST,,,,,,G00015993,,6,6
16146,HAMILTON AVE,,,,,,G00015994,,6,6
16147,HENRY ST,,,,,,G00015995,,6,6
16148,LUQUER ST,,,,,,G00015996,,6,6
16149,HAMILTON AVE,,,,,,G00015997,,6,6
16150,LUQUER ST,,,,,,G00015998,,6,6
16151,HENRY ST,,,,,,G00015999,,6,6
16153,HAMILTON AVE,,,,,,G00016001,,6,6
16155,COLES ST,,,,,,G00016003,,6,6
16156,HICKS ST,,,,,,G00016004,,6,6
16157,HAMILTON AVE,,,,,,G00016005,,6,6
16158,COLES ST,,,,,,G00016006,,6,6
16160,HICKS ST,,,,,,G00016008,,6,6
16161,HAMILTON AVE,,,,,,G00016009,,6,6
16162,HAMILTON AVE,,,,,,G00016010,,6,6
16163,HUNTINGTON ST,,,,,,G00016011,,6,6
16164,HUNTINGTON ST,,,,,,G00016012,,6,6
16165,HAMILTON AVE,,,,,,G00016013,,6,6
16167,UNIVERSITY PLZ,,,,,,G00016015,,11,11
16168,NAVY ST,,,,,,G00016016,,11,11
16169,,,,,,,G00016017,,11,11
16170,ASHLAND PL,,,,,,G00016018,,11,11
16171,ASHLAND PL,,,,,,G00016019,,11,11
16172,,,,,,,G00016020,,11,11
16173,,,,,,,G00016021,,11,11
16174,NAVY ST,,,,,,G00016022,,11,11
16175,WILLOUGHBY ST,,,,,,G00016023,,11,11
16176,,,,,,,G00016024,,11,11
16177,WILLOUGHBY ST,,,,,,G00016025,,11,11
16178,WILLOUGHBY ST,,,,,,G00016026,,11,11
16180,,,,,,,G00016027,,11,11
16185,,,,,,,G00016028,,11,11
16186,ASHLAND PL,,,,,,G00016029,,11,11
16187,,,,,,,G00016030,,11,11
16188,SAINT EDWARD'S ST,,,,,,G00016031,,11,11
16189,SAINT EDWARD'S ST,,,,,,G00016032,,11,11
16190,ASHLAND PL,,,,,,G00016033,,11,11
16197,,,,,,,G00016040,,11,11
16198,,,,,,,G00016041,,11,11
16199,JOHNSON ST,,,,,,G00016042,,5,11
16200,JOHNSON ST,,,,,,G00016043,,5,11
16201,NAVY ST,,,,,,G00016044,,11,5
16202,,,,,,,G00016045,,11,11
16203,JOHNSON ST,,,,,,G00016046,,11,11
16204,,,,,,,G00016047,,11,11
16205,,,,,,,G00016048,,11,11
16206,,,,,,,G00016049,,11,11
16207,,,,,,,G00016050,,11,11
16208,PARK AVE,,,,,,G00016051,,11,11
16209,,,,,,,G00016052,,11,11
16210,,DIVISION ST ,,,,,G00016053,,11,11
16211,SAINT EDWARD'S ST,,,,,,G00016054,,11,11
16212,SAINT EDWARD'S ST,,,,,,G00016055,,11,11
16213,,,,,,,G00016056,,11,11
16214,SAINT EDWARD'S ST,,,,,,G00016057,,11,11
16215,,,,,,,G00016058,,11,11
16217,PARK AVE,,,,,,G00016060,,11,11
16219,SAINT EDWARD'S ST,,,,,,G00016062,,11,11
16220,PARK AVE,,,,,,G00016063,,11,11
16221,PARK AVE,,,,,,G00016064,,11,11
16223,FLUSHING AVE,,,,,,G00016066,,,11
16224,,,,,,,G00016067,,11,11
16225,FLUSHING AVE,,,,,,G00016068,,,11
16226,FLUSHING AVE,,,,,,G00016069,,,11
16227,,,,,,,G00016070,,5,5
16228,,,,,,,G00016071,,5,5
16229,WILLOW ST,,,,,,G00016072,,1,1
16230,MIDDAGH ST,,,,,,G00016073,,1,1
16231,MIDDAGH ST,,,,,,G00016074,,1,1
16232,WILLOW ST,,,,,,G00016075,,1,1
16233,POPLAR ST,,,,,,G00016076,,1,1
16234,NASSAU ST,,,,,,G00016077,,5,5
16235,COLUMBIA HTS,,,,,,G00016078,,1,1
16236,POPLAR ST,,,,,,G00016079,,1,1
16237,COLUMBIA HTS,,,,,,G00016080,,1,1
16238,SMITH ST,,,,,,G00016081,,10,10
16240,SMITH ST,,,,,,G00016083,,10,10
16241,MCKENNY ST,,,,,,G00016084,,1,1
16242,MCKENNY ST,,,,,,G00016085,,1,1
16243,VINE ST,,,,,,G00016086,,1,1
16247,,,,,,,G00016089,,10,10
16249,BUSH ST,,,,,,G00016091,,10,10
16250,COURT ST,,,,,,G00016092,,10,6
16251,,,,,,,G00016093,,10,10
16252,COURT ST,,,,,,G00016094,,10,6
16253,,,,,,,G00016095,,10,6
16254,,,,,,,G00016096,,6,6
16255,,,,,,,G00016097,,6,6
16256,GARNET ST,,,,,,G00016098,,6,6
16262,,,,,,,G00016104,,6,6
16263,MILL ST,,,,,,G00016105,,6,6
16264,,,,,,,G00016106,,6,6
16265,CLINTON ST,,,,,,G00016107,,6,6
16266,,,,,,,G00016108,,6,6
16274,FURMAN ST,,,,,,G00016116,,1,1
16276,FURMAN ST,,,,,,G00016118,,1,1
16278,FURMAN ST,,,,,,G00016120,,1,1
16283,,,,,,,G00016125,,6,6
16284,COURT ST,,,,,,G00016126,,10,6
16285,CLINTON ST,,,,,,G00016127,,6,
16286,HENRY ST,,,,,,G00016128,,,
16288,,,,,,,G00016130,,,
16289,HENRY ST,,,,,,G00016131,,,
16290,HENRY ST,,,,,,G00016132,,6,6
16292,,,,,,,G00016134,,6,6
16293,HENRY ST,,,,,,G00016135,,6,6
16295,MILL ST,,,,,,G00016137,,6,6
16296,HENRY ST,,,,,,G00016138,,6,6
16297,STATE ST,,,,,,G00016139,,1,1
16298,STATE ST,,,,,,G00016140,,1,1
16299,COLUMBIA PL,,,,,,G00016141,,1,1
16300,ATLANTIC AVE,,,,,,G00016142,,1,6
16301,ATLANTIC AVE,,,,,,G00016143,,1,6
16302,COLUMBIA PL,,,,,,G00016144,,1,1
16303,,,,,,,G00016145,,6,6
16304,W  9 ST,,,,,,G00016146,,6,6
16305,,,,,,,G00016147,,6,6
16309,,,,,,,G00016151,,6,6
16310,COLUMBIA ST,,,,,,G00016152,,6,6
16311,,,,,,,G00016153,,6,6
16312,SEDGEWICK ST,,,,,,G00016154,,6,6
16313,SEDGEWICK ST,,,,,,G00016155,,6,6
16314,,,,,,,G00016156,,6,6
16315,IRVING ST,,,,,,G00016157,,6,6
16317,,,,,,,G00016159,,6,6
16318,KANE ST,,,,,,G00016160,,6,6
16319,KANE ST,,,,,,G00016161,,6,6
16320,,,,,,,G00016162,,10,10
16321,DWIGHT ST,,,,,,G00016163,,6,6
16322,DWIGHT ST,,,,,,G00016164,,6,6
16324,DWIGHT ST,,,,,,G00016166,,6,6
16325,,,,,,,G00016167,,6,6
16326,PIONEER ST,,,,,,G00016168,,6,6
16327,DWIGHT ST,,,,,,G00016169,,6,6
16328,DWIGHT ST,,,,,,G00016170,,6,6
16329,COLUMBIA ST,,,,,,G00016171,,6,6
16330,COLUMBIA ST,,,,,,G00016172,,6,6
16331,,,,,,,G00016173,,6,6
16332,COLUMBIA ST,,,,,,G00016174,,6,6
16333,COLUMBIA ST,,,,,,G00016175,,6,6
16334,,,,,,,G00016176,,6,6
16335,COLUMBIA ST,,,,,,G00016177,,6,6
16336,COLUMBIA ST,,,,,,G00016178,,6,6
16337,,,,,,,G00016179,,6,6
16338,DWIGHT ST,,,,,,G00016180,,6,6
16339,DWIGHT ST,,,,,,G00016181,,6,6
16340,DELEVAN ST,,,,,,G00016182,,6,6
